transaction_id,n_tests_triggered,tests_triggered,reasons
JE108132,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Utilities' (IQR method) | Month-end late-hour posting
JE105887,1,off_hours_weekend,Posted on weekend or outside business hours
JE102661,1,off_hours_weekend,Posted on weekend or outside business hours
JE104253,1,off_hours_weekend,Posted on weekend or outside business hours
JE100915,1,off_hours_weekend,Posted on weekend or outside business hours
JE102279,1,off_hours_weekend,Posted on weekend or outside business hours
JE106543,1,off_hours_weekend,Posted on weekend or outside business hours
JE103040,1,off_hours_weekend,Posted on weekend or outside business hours
JE101849,1,off_hours_weekend,Posted on weekend or outside business hours
JE104566,1,off_hours_weekend,Posted on weekend or outside business hours
JE103961,1,off_hours_weekend,Posted on weekend or outside business hours
JE105738,1,off_hours_weekend,Posted on weekend or outside business hours
JE105453,1,off_hours_weekend,Posted on weekend or outside business hours
JE106642,1,off_hours_weekend,Posted on weekend or outside business hours
JE105883,1,off_hours_weekend,Posted on weekend or outside business hours
JE100845,1,off_hours_weekend,Posted on weekend or outside business hours
JE108118,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Marketing Spend' (IQR method) | Month-end late-hour posting
JE105340,1,off_hours_weekend,Posted on weekend or outside business hours
JE100313,1,off_hours_weekend,Posted on weekend or outside business hours
JE104860,1,off_hours_weekend,Posted on weekend or outside business hours
JE104280,1,off_hours_weekend,Posted on weekend or outside business hours
JE105001,1,off_hours_weekend,Posted on weekend or outside business hours
JE104463,1,off_hours_weekend,Posted on weekend or outside business hours
JE101373,1,off_hours_weekend,Posted on weekend or outside business hours
JE105536,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE105547,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE105481,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE108137,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Accounts Payable' (IQR method) | Month-end late-hour posting
JE100379,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE101730,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE105797,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE105025,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE106203,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE107260,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE103581,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE104656,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE102305,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE100848,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE100823,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE105710,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE106862,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE105494,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE107872,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE102550,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE103593,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE103234,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE106973,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE104343,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE108133,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Accounts Payable' (IQR method) | Month-end late-hour posting
JE108105,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Accounts Payable' (IQR method) | Month-end late-hour posting
JE103969,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE101520,1,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method)
JE100375,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE102721,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE104524,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE106317,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE108116,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Accounts Receivable' (IQR method) | Month-end late-hour posting
JE100886,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE101767,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE103583,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE105036,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE108124,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Accounts Receivable' (IQR method) | Month-end late-hour posting
JE102027,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE102176,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE103718,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE103366,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE106253,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE102219,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE102179,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE108140,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Accounts Receivable' (IQR method) | Month-end late-hour posting
JE107199,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE101542,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE106107,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE100221,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE100655,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE105804,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE100114,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE102916,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE100479,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE106822,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE100210,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE101625,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE104578,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE100932,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE104856,1,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method)
JE103528,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108068,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE106017,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE102974,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE103535,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE104871,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108080,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE105236,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108054,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE102703,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108075,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108067,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE100421,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE101696,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE106759,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE103320,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE102193,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108055,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE103758,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108099,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE103435,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE102575,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108071,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE103242,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE107758,1,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method)
JE108094,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE107333,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE107648,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE103266,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE101497,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE107078,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE102839,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE102243,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE106892,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE105671,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE104717,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE106486,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE103625,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE103554,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE102545,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE100126,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE107512,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE107331,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE102553,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE103983,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE107784,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE103462,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE106064,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE108101,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Inventory' (IQR method) | Month-end late-hour posting
JE106184,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE103532,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE107875,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE104217,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE100606,1,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method)
JE100876,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE103962,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE106739,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE107767,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE103004,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE107059,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE102725,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE101650,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE107498,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE108131,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Marketing Spend' (IQR method) | Month-end late-hour posting
JE107167,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE108096,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE104462,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE105112,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE102507,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE101958,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE105960,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE108095,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE108091,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE103190,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE107211,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE105086,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE101162,1,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method)
JE100562,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE106863,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE105674,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE107479,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE108120,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Office Supplies' (IQR method) | Month-end late-hour posting
JE103399,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE102837,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE103921,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE102121,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE103413,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE100285,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE101383,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE104187,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE104378,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE100253,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE107552,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE101598,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE105962,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE101912,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE105788,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE104366,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE100870,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE106224,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE101801,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE105809,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE105037,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE105784,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE106573,1,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method)
JE107097,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE102036,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE105581,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE106656,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE108000,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE108089,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE102306,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE101024,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE100168,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE105260,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE101380,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE101110,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE106023,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE108097,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE106059,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE104179,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE107360,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE100770,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE107851,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE107861,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE103381,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE104852,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE101930,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE102522,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE107737,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE105847,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Payroll' (IQR method) | Month-end late-hour posting
JE107224,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE104998,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE103395,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE107996,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE101935,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE102735,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE105272,1,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method)
JE105377,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE103410,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE106381,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE107501,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE100461,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE106618,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE102990,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE107415,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE108098,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE106614,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE101158,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE101454,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE107465,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE106845,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE101013,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE105722,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE103374,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE103603,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE106849,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE103989,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE107283,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE104227,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE100502,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE104990,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE102483,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE100968,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE100584,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE101393,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE101925,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE102815,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE107256,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE104281,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE102896,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE106075,1,statistical_outlier,Statistical outlier for account 'Rent' (IQR method)
JE105205,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE106133,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE100651,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE108107,2,"statistical_outlier, month_end_late_hour_posting",Statistical outlier for account 'Travel & Expense' (IQR method) | Month-end late-hour posting
JE101277,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE103660,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE106351,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE104542,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE100623,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE104248,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE100157,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE106646,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE103193,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE106151,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE100235,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE101639,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE107984,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE100394,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE103687,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE106843,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE105176,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE104785,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE101427,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE108090,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE106918,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE102529,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE100881,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE101220,1,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method)
JE100388,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE101708,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE103953,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE104048,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE101527,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE107625,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE107958,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE103456,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE100910,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE102802,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE106767,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE107021,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE108093,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE101292,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE106959,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE105018,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE101496,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE107442,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE107188,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE101117,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE102472,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE106988,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE103313,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE101166,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE104021,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE103496,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE107956,1,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method)
JE105419,1,month_end_late_hour_posting,Month-end late-hour posting
JE105785,1,month_end_late_hour_posting,Month-end late-hour posting
JE106221,1,month_end_late_hour_posting,Month-end late-hour posting
JE104650,1,month_end_late_hour_posting,Month-end late-hour posting
JE100542,1,month_end_late_hour_posting,Month-end late-hour posting
JE107104,1,month_end_late_hour_posting,Month-end late-hour posting
JE100112,1,month_end_late_hour_posting,Month-end late-hour posting
JE104131,1,month_end_late_hour_posting,Month-end late-hour posting
JE108125,1,month_end_late_hour_posting,Month-end late-hour posting
JE108136,1,month_end_late_hour_posting,Month-end late-hour posting
JE103373,1,month_end_late_hour_posting,Month-end late-hour posting
JE105126,1,month_end_late_hour_posting,Month-end late-hour posting
JE105043,1,month_end_late_hour_posting,Month-end late-hour posting
JE104471,1,month_end_late_hour_posting,Month-end late-hour posting
JE101409,1,month_end_late_hour_posting,Month-end late-hour posting
JE105743,1,month_end_late_hour_posting,Month-end late-hour posting
JE102613,1,month_end_late_hour_posting,Month-end late-hour posting
JE104912,1,month_end_late_hour_posting,Month-end late-hour posting
JE100875,1,month_end_late_hour_posting,Month-end late-hour posting
JE108108,1,month_end_late_hour_posting,Month-end late-hour posting
JE100991,1,month_end_late_hour_posting,Month-end late-hour posting
JE101246,1,month_end_late_hour_posting,Month-end late-hour posting
JE105334,1,month_end_late_hour_posting,Month-end late-hour posting
JE104722,1,month_end_late_hour_posting,Month-end late-hour posting
