transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level
JE106629,0.0,,,0.2688,normal,0.1344,Low
JE100193,0.0,,,0.2686,normal,0.1343,Low
JE103273,0.0,,,0.2684,normal,0.1342,Low
JE100752,0.0,,,0.2684,normal,0.1342,Low
JE101985,0.0,,,0.2685,normal,0.1342,Low
JE103262,0.0,,,0.2684,normal,0.1342,Low
JE103856,0.0,,,0.2685,normal,0.1342,Low
JE104173,0.0,,,0.2684,normal,0.1342,Low
JE107074,0.0,,,0.2684,normal,0.1342,Low
JE100321,0.0,,,0.2685,normal,0.1342,Low
JE107320,0.0,,,0.2685,normal,0.1342,Low
JE105368,0.0,,,0.2685,normal,0.1342,Low
JE102354,0.0,,,0.2682,normal,0.1341,Low
JE102025,0.0,,,0.268,normal,0.134,Low
JE106948,0.0,,,0.268,normal,0.134,Low
JE104991,0.0,,,0.268,normal,0.134,Low
JE105089,0.0,,,0.268,normal,0.134,Low
JE105666,0.0,,,0.2681,normal,0.134,Low
JE107585,0.0,,,0.268,normal,0.134,Low
JE107971,0.0,,,0.2681,normal,0.134,Low
JE104036,0.0,,,0.2678,normal,0.1339,Low
JE103007,0.0,,,0.2678,normal,0.1339,Low
JE107804,0.0,,,0.2678,normal,0.1339,Low
JE105628,0.0,,,0.2675,normal,0.1338,Low
JE106339,0.0,,,0.2677,normal,0.1338,Low
JE102904,0.0,,,0.2677,normal,0.1338,Low
JE103444,0.0,,,0.2676,normal,0.1338,Low
JE100657,0.0,,,0.2676,normal,0.1338,Low
JE101937,0.0,,,0.2675,normal,0.1338,Low
JE100800,0.0,,,0.2676,normal,0.1338,Low
JE102339,0.0,,,0.2677,normal,0.1338,Low
JE106222,0.0,,,0.2677,normal,0.1338,Low
JE103000,0.0,,,0.2674,normal,0.1337,Low
JE107379,0.0,,,0.2674,normal,0.1337,Low
JE101305,0.0,,,0.2674,normal,0.1337,Low
JE104608,0.0,,,0.2674,normal,0.1337,Low
JE105623,0.0,,,0.2674,normal,0.1337,Low
JE102178,0.0,,,0.2674,normal,0.1337,Low
JE107549,0.0,,,0.2674,normal,0.1337,Low
JE106960,0.0,,,0.2672,normal,0.1336,Low
JE104664,0.0,,,0.2672,normal,0.1336,Low
JE102700,0.0,,,0.2672,normal,0.1336,Low
JE101290,0.0,,,0.2673,normal,0.1336,Low
JE106187,0.0,,,0.2671,normal,0.1336,Low
JE104351,0.0,,,0.2669,normal,0.1335,Low
JE105554,0.0,,,0.267,normal,0.1335,Low
JE104115,0.0,,,0.267,normal,0.1335,Low
JE101222,0.0,,,0.2667,normal,0.1334,Low
JE105600,0.0,,,0.2667,normal,0.1334,Low
JE105603,0.0,,,0.2668,normal,0.1334,Low
JE107111,0.0,,,0.2668,normal,0.1334,Low
JE102564,0.0,,,0.2667,normal,0.1334,Low
JE102426,0.0,,,0.2667,normal,0.1334,Low
JE105914,0.0,,,0.2663,normal,0.1332,Low
JE103822,0.0,,,0.2664,normal,0.1332,Low
JE107453,0.0,,,0.2663,normal,0.1332,Low
JE102167,0.0,,,0.2664,normal,0.1332,Low
JE104266,0.0,,,0.2663,normal,0.1332,Low
JE102999,0.0,,,0.2664,normal,0.1332,Low
JE100240,0.0,,,0.2663,normal,0.1332,Low
JE102390,0.0,,,0.2663,normal,0.1332,Low
JE100238,0.0,,,0.2663,normal,0.1332,Low
JE106553,0.0,,,0.2662,normal,0.1331,Low
JE102629,0.0,,,0.2662,normal,0.1331,Low
JE100205,0.0,,,0.2661,normal,0.133,Low
JE102259,0.0,,,0.2659,normal,0.133,Low
JE105844,0.0,,,0.2659,normal,0.133,Low
JE102530,0.0,,,0.2659,normal,0.133,Low
JE100992,0.0,,,0.266,normal,0.133,Low
JE105376,0.0,,,0.2659,normal,0.133,Low
JE103712,0.0,,,0.2659,normal,0.133,Low
JE103729,0.0,,,0.2658,normal,0.1329,Low
JE104507,0.0,,,0.2658,normal,0.1329,Low
JE100620,0.0,,,0.2658,normal,0.1329,Low
JE100917,0.0,,,0.2657,normal,0.1328,Low
JE106241,0.0,,,0.2655,normal,0.1328,Low
JE105456,0.0,,,0.2655,normal,0.1328,Low
JE102675,0.0,,,0.2656,normal,0.1328,Low
JE105167,0.0,,,0.2655,normal,0.1328,Low
JE106422,0.0,,,0.2656,normal,0.1328,Low
JE105539,0.0,,,0.2654,normal,0.1327,Low
JE107671,0.0,,,0.2654,normal,0.1327,Low
JE105216,0.0,,,0.2654,normal,0.1327,Low
JE103244,0.0,,,0.2654,normal,0.1327,Low
JE100422,0.0,,,0.2652,normal,0.1326,Low
JE101972,0.0,,,0.2653,normal,0.1326,Low
JE101879,0.0,,,0.2653,normal,0.1326,Low
JE101410,0.0,,,0.2651,normal,0.1326,Low
JE107061,0.0,,,0.265,normal,0.1325,Low
JE106123,0.0,,,0.265,normal,0.1325,Low
JE105868,0.0,,,0.265,normal,0.1325,Low
JE101224,0.0,,,0.265,normal,0.1325,Low
JE106699,0.0,,,0.265,normal,0.1325,Low
JE102249,0.0,,,0.2649,normal,0.1325,Low
JE105448,0.0,,,0.2647,normal,0.1324,Low
JE100377,0.0,,,0.2648,normal,0.1324,Low
JE100966,0.0,,,0.2648,normal,0.1324,Low
JE104136,0.0,,,0.2647,normal,0.1324,Low
JE107257,0.0,,,0.2647,normal,0.1324,Low
JE107427,0.0,,,0.2646,normal,0.1323,Low
JE101741,0.0,,,0.2646,normal,0.1323,Low
JE104793,0.0,,,0.2646,normal,0.1323,Low
JE104379,0.0,,,0.2646,normal,0.1323,Low
JE107848,0.0,,,0.2644,normal,0.1322,Low
JE102614,0.0,,,0.2643,normal,0.1322,Low
JE106925,0.0,,,0.2644,normal,0.1322,Low
JE103003,0.0,,,0.2644,normal,0.1322,Low
JE101890,0.0,,,0.2644,normal,0.1322,Low
JE102852,0.0,,,0.2645,normal,0.1322,Low
JE102441,0.0,,,0.2643,normal,0.1322,Low
JE100960,0.0,,,0.2644,normal,0.1322,Low
JE107455,0.0,,,0.2643,normal,0.1322,Low
JE101772,0.0,,,0.2643,normal,0.1322,Low
JE105321,0.0,,,0.2642,normal,0.1321,Low
JE100460,0.0,,,0.2642,normal,0.1321,Low
JE105343,0.0,,,0.2642,normal,0.1321,Low
JE102709,0.0,,,0.264,normal,0.132,Low
JE101173,0.0,,,0.2639,normal,0.132,Low
JE105198,0.0,,,0.2641,normal,0.132,Low
JE105873,0.0,,,0.2639,normal,0.132,Low
JE102443,0.0,,,0.264,normal,0.132,Low
JE100217,0.0,,,0.2641,normal,0.132,Low
JE103602,0.0,,,0.264,normal,0.132,Low
JE100431,0.0,,,0.264,normal,0.132,Low
JE105274,0.0,,,0.2639,normal,0.132,Low
JE107144,0.0,,,0.2638,normal,0.1319,Low
JE103249,0.0,,,0.2638,normal,0.1319,Low
JE104157,0.0,,,0.2638,normal,0.1319,Low
JE101214,0.0,,,0.2638,normal,0.1319,Low
JE104933,0.0,,,0.2637,normal,0.1318,Low
JE107954,0.0,,,0.2636,normal,0.1318,Low
JE101119,0.0,,,0.2635,normal,0.1318,Low
JE100571,0.0,,,0.2635,normal,0.1318,Low
JE106488,0.0,,,0.2637,normal,0.1318,Low
JE102081,0.0,,,0.2635,normal,0.1318,Low
JE106854,0.0,,,0.2634,normal,0.1317,Low
JE100685,0.0,,,0.2634,normal,0.1317,Low
JE103305,0.0,,,0.2634,normal,0.1317,Low
JE105094,0.0,,,0.2633,normal,0.1316,Low
JE100242,0.0,,,0.2631,normal,0.1316,Low
JE105822,0.0,,,0.2632,normal,0.1316,Low
JE102298,0.0,,,0.2631,normal,0.1316,Low
JE107943,0.0,,,0.2633,normal,0.1316,Low
JE103663,0.0,,,0.2633,normal,0.1316,Low
JE107449,0.0,,,0.2631,normal,0.1316,Low
JE102793,0.0,,,0.2633,normal,0.1316,Low
JE105487,0.0,,,0.2631,normal,0.1316,Low
JE102964,0.0,,,0.2631,normal,0.1316,Low
JE106569,0.0,,,0.263,normal,0.1315,Low
JE101728,0.0,,,0.2627,normal,0.1314,Low
JE107143,0.0,,,0.2629,normal,0.1314,Low
JE106451,0.0,,,0.2628,normal,0.1314,Low
JE100608,0.0,,,0.2627,normal,0.1314,Low
JE104929,0.0,,,0.2629,normal,0.1314,Low
JE105609,0.0,,,0.2628,normal,0.1314,Low
JE107641,0.0,,,0.2629,normal,0.1314,Low
JE104891,0.0,,,0.2628,normal,0.1314,Low
JE107416,0.0,,,0.2626,normal,0.1313,Low
JE105024,0.0,,,0.2626,normal,0.1313,Low
JE103328,0.0,,,0.2624,normal,0.1312,Low
JE105584,0.0,,,0.2624,normal,0.1312,Low
JE101827,0.0,,,0.2624,normal,0.1312,Low
JE104909,0.0,,,0.2625,normal,0.1312,Low
JE104768,0.0,,,0.2623,normal,0.1312,Low
JE102477,0.0,,,0.2623,normal,0.1312,Low
JE106100,0.0,,,0.2623,normal,0.1312,Low
JE105255,0.0,,,0.2624,normal,0.1312,Low
JE104597,0.0,,,0.2623,normal,0.1312,Low
JE104769,0.0,,,0.2622,normal,0.1311,Low
JE107782,0.0,,,0.2622,normal,0.1311,Low
JE100944,0.0,,,0.2622,normal,0.1311,Low
JE102145,0.0,,,0.2622,normal,0.1311,Low
JE103608,0.0,,,0.2621,normal,0.131,Low
JE100936,0.0,,,0.262,normal,0.131,Low
JE106831,0.0,,,0.262,normal,0.131,Low
JE100576,0.0,,,0.2621,normal,0.131,Low
JE105897,0.0,,,0.2621,normal,0.131,Low
JE103389,0.0,,,0.2621,normal,0.131,Low
JE104278,0.0,,,0.262,normal,0.131,Low
JE103298,0.0,,,0.2619,normal,0.131,Low
JE106547,0.0,,,0.262,normal,0.131,Low
JE105612,0.0,,,0.2619,normal,0.131,Low
JE104859,0.0,,,0.2618,normal,0.1309,Low
JE100837,0.0,,,0.2618,normal,0.1309,Low
JE105064,0.0,,,0.2618,normal,0.1309,Low
JE103224,0.0,,,0.2618,normal,0.1309,Low
JE103209,0.0,,,0.2618,normal,0.1309,Low
JE104354,0.0,,,0.2618,normal,0.1309,Low
JE100679,0.0,,,0.2618,normal,0.1309,Low
JE102848,0.0,,,0.2618,normal,0.1309,Low
JE105557,0.0,,,0.2615,normal,0.1308,Low
JE102859,0.0,,,0.2616,normal,0.1308,Low
JE101156,0.0,,,0.2615,normal,0.1308,Low
JE100215,0.0,,,0.2617,normal,0.1308,Low
JE101488,0.0,,,0.2616,normal,0.1308,Low
JE102652,0.0,,,0.2615,normal,0.1308,Low
JE104123,0.0,,,0.2617,normal,0.1308,Low
JE101563,0.0,,,0.2616,normal,0.1308,Low
JE106834,0.0,,,0.2617,normal,0.1308,Low
JE101449,0.0,,,0.2617,normal,0.1308,Low
JE106903,0.0,,,0.2615,normal,0.1308,Low
JE105257,0.0,,,0.2614,normal,0.1307,Low
JE107113,0.0,,,0.2614,normal,0.1307,Low
JE101455,0.0,,,0.2614,normal,0.1307,Low
JE102870,0.0,,,0.2614,normal,0.1307,Low
JE107919,0.0,,,0.2611,normal,0.1306,Low
JE103152,0.0,,,0.2613,normal,0.1306,Low
JE101750,0.0,,,0.2612,normal,0.1306,Low
JE105947,0.0,,,0.2611,normal,0.1306,Low
JE105052,0.0,,,0.2612,normal,0.1306,Low
JE100365,0.0,,,0.2612,normal,0.1306,Low
JE103099,0.0,,,0.2611,normal,0.1306,Low
JE106564,0.0,,,0.2611,normal,0.1306,Low
JE102469,0.0,,,0.261,normal,0.1305,Low
JE105408,0.0,,,0.2608,normal,0.1304,Low
JE103582,0.0,,,0.2608,normal,0.1304,Low
JE104024,0.0,,,0.2608,normal,0.1304,Low
JE101483,0.0,,,0.2609,normal,0.1304,Low
JE100818,0.0,,,0.2607,normal,0.1304,Low
JE101182,0.0,,,0.2609,normal,0.1304,Low
JE101356,0.0,,,0.2609,normal,0.1304,Low
JE104307,0.0,,,0.2607,normal,0.1304,Low
JE102408,0.0,,,0.2607,normal,0.1304,Low
JE100468,0.0,,,0.2607,normal,0.1304,Low
JE105141,0.0,,,0.2608,normal,0.1304,Low
JE104399,0.0,,,0.2609,normal,0.1304,Low
JE107672,0.0,,,0.2606,normal,0.1303,Low
JE103551,0.0,,,0.2606,normal,0.1303,Low
JE100063,0.0,,,0.2606,normal,0.1303,Low
JE105907,0.0,,,0.2605,normal,0.1302,Low
JE107856,0.0,,,0.2604,normal,0.1302,Low
JE100672,0.0,,,0.2605,normal,0.1302,Low
JE104205,0.0,,,0.2605,normal,0.1302,Low
JE106735,0.0,,,0.2604,normal,0.1302,Low
JE104337,0.0,,,0.2605,normal,0.1302,Low
JE102816,0.0,,,0.2605,normal,0.1302,Low
JE103982,0.0,,,0.2605,normal,0.1302,Low
JE104180,0.0,,,0.2602,normal,0.1301,Low
JE107722,0.0,,,0.2603,normal,0.1301,Low
JE100722,0.0,,,0.2603,normal,0.1301,Low
JE105725,0.0,,,0.2602,normal,0.1301,Low
JE100475,0.0,,,0.2603,normal,0.1301,Low
JE100478,0.0,,,0.2602,normal,0.1301,Low
JE107901,0.0,,,0.26,normal,0.13,Low
JE106945,0.0,,,0.2599,normal,0.13,Low
JE100898,0.0,,,0.2599,normal,0.13,Low
JE106158,0.0,,,0.26,normal,0.13,Low
JE103864,0.0,,,0.2601,normal,0.13,Low
JE107830,0.0,,,0.2599,normal,0.13,Low
JE103579,0.0,,,0.2601,normal,0.13,Low
JE104369,0.0,,,0.2599,normal,0.13,Low
JE105686,0.0,,,0.2599,normal,0.13,Low
JE106961,0.0,,,0.2601,normal,0.13,Low
JE103380,0.0,,,0.2598,normal,0.1299,Low
JE103157,0.0,,,0.2598,normal,0.1299,Low
JE101906,0.0,,,0.2598,normal,0.1299,Low
JE101457,0.0,,,0.2598,normal,0.1299,Low
JE107761,0.0,,,0.2598,normal,0.1299,Low
JE107869,0.0,,,0.2598,normal,0.1299,Low
JE102730,0.0,,,0.2598,normal,0.1299,Low
JE103181,0.0,,,0.2597,normal,0.1298,Low
JE105663,0.0,,,0.2596,normal,0.1298,Low
JE101184,0.0,,,0.2595,normal,0.1298,Low
JE105648,0.0,,,0.2595,normal,0.1298,Low
JE107650,0.0,,,0.2597,normal,0.1298,Low
JE105997,0.0,,,0.2595,normal,0.1298,Low
JE103105,0.0,,,0.2597,normal,0.1298,Low
JE103862,0.0,,,0.2596,normal,0.1298,Low
JE106003,0.0,,,0.2595,normal,0.1298,Low
JE103503,0.0,,,0.2595,normal,0.1298,Low
JE107616,0.0,,,0.2594,normal,0.1297,Low
JE104004,0.0,,,0.2594,normal,0.1297,Low
JE101997,0.0,,,0.2594,normal,0.1297,Low
JE101417,0.0,,,0.2594,normal,0.1297,Low
JE102727,0.0,,,0.2594,normal,0.1297,Low
JE107816,0.0,,,0.2591,normal,0.1296,Low
JE105723,0.0,,,0.2592,normal,0.1296,Low
JE106175,0.0,,,0.2592,normal,0.1296,Low
JE104973,0.0,,,0.2591,normal,0.1296,Low
JE102538,0.0,,,0.2593,normal,0.1296,Low
JE105756,0.0,,,0.2593,normal,0.1296,Low
JE103639,0.0,,,0.2593,normal,0.1296,Low
JE104923,0.0,,,0.2591,normal,0.1296,Low
JE106867,0.0,,,0.2591,normal,0.1296,Low
JE104878,0.0,,,0.2591,normal,0.1296,Low
JE105636,0.0,,,0.2587,normal,0.1294,Low
JE100954,0.0,,,0.2588,normal,0.1294,Low
JE102162,0.0,,,0.2589,normal,0.1294,Low
JE106634,0.0,,,0.2588,normal,0.1294,Low
JE106312,0.0,,,0.2588,normal,0.1294,Low
JE105535,0.0,,,0.2589,normal,0.1294,Low
JE105878,0.0,,,0.2587,normal,0.1294,Low
JE100750,0.0,,,0.2587,normal,0.1294,Low
JE101848,0.0,,,0.2589,normal,0.1294,Low
JE101216,0.0,,,0.2586,normal,0.1293,Low
JE105596,0.0,,,0.2586,normal,0.1293,Low
JE103565,0.0,,,0.2586,normal,0.1293,Low
JE102102,0.0,,,0.2586,normal,0.1293,Low
JE100055,0.0,,,0.2586,normal,0.1293,Low
JE106538,0.0,,,0.2585,normal,0.1292,Low
JE102706,0.0,,,0.2584,normal,0.1292,Low
JE100183,0.0,,,0.2584,normal,0.1292,Low
JE100048,0.0,,,0.2585,normal,0.1292,Low
JE103070,0.0,,,0.2584,normal,0.1292,Low
JE104218,0.0,,,0.2582,normal,0.1291,Low
JE104600,0.0,,,0.2582,normal,0.1291,Low
JE105214,0.0,,,0.2582,normal,0.1291,Low
JE101814,0.0,,,0.2582,normal,0.1291,Low
JE100315,0.0,,,0.2582,normal,0.1291,Low
JE103616,0.0,,,0.2583,normal,0.1291,Low
JE105775,0.0,,,0.2583,normal,0.1291,Low
JE105620,0.0,,,0.2583,normal,0.1291,Low
JE105886,0.0,,,0.258,normal,0.129,Low
JE106344,0.0,,,0.258,normal,0.129,Low
JE106792,0.0,,,0.258,normal,0.129,Low
JE107049,0.0,,,0.258,normal,0.129,Low
JE100671,0.0,,,0.258,normal,0.129,Low
JE101452,0.0,,,0.258,normal,0.129,Low
JE103044,0.0,,,0.258,normal,0.129,Low
JE105101,0.0,,,0.2578,normal,0.1289,Low
JE103212,0.0,,,0.2578,normal,0.1289,Low
JE106211,0.0,,,0.2578,normal,0.1289,Low
JE102838,0.0,,,0.2578,normal,0.1289,Low
JE102478,0.0,,,0.2578,normal,0.1289,Low
JE101723,0.0,,,0.2575,normal,0.1288,Low
JE101037,0.0,,,0.2575,normal,0.1288,Low
JE102227,0.0,,,0.2575,normal,0.1288,Low
JE104574,0.0,,,0.2577,normal,0.1288,Low
JE101163,0.0,,,0.2577,normal,0.1288,Low
JE106065,0.0,,,0.2575,normal,0.1288,Low
JE107977,0.0,,,0.2577,normal,0.1288,Low
JE106290,0.0,,,0.2576,normal,0.1288,Low
JE103597,0.0,,,0.2574,normal,0.1287,Low
JE102824,0.0,,,0.2574,normal,0.1287,Low
JE104152,0.0,,,0.2574,normal,0.1287,Low
JE102290,0.0,,,0.2574,normal,0.1287,Low
JE102774,0.0,,,0.2574,normal,0.1287,Low
JE100941,0.0,,,0.2574,normal,0.1287,Low
JE102745,0.0,,,0.2574,normal,0.1287,Low
JE101745,0.0,,,0.2574,normal,0.1287,Low
JE102604,0.0,,,0.2572,normal,0.1286,Low
JE103686,0.0,,,0.2573,normal,0.1286,Low
JE106031,0.0,,,0.2571,normal,0.1286,Low
JE100504,0.0,,,0.2573,normal,0.1286,Low
JE100533,0.0,,,0.2571,normal,0.1286,Low
JE107007,0.0,,,0.2571,normal,0.1286,Low
JE106516,0.0,,,0.2573,normal,0.1286,Low
JE107267,0.0,,,0.2572,normal,0.1286,Low
JE104883,0.0,,,0.2573,normal,0.1286,Low
JE106574,0.0,,,0.257,normal,0.1285,Low
JE107793,0.0,,,0.257,normal,0.1285,Low
JE106466,0.0,,,0.2568,normal,0.1284,Low
JE100755,0.0,,,0.2568,normal,0.1284,Low
JE103658,0.0,,,0.2568,normal,0.1284,Low
JE100137,0.0,,,0.2569,normal,0.1284,Low
JE107441,0.0,,,0.2566,normal,0.1283,Low
JE107290,0.0,,,0.2566,normal,0.1283,Low
JE107473,0.0,,,0.2566,normal,0.1283,Low
JE105295,0.0,,,0.2566,normal,0.1283,Low
JE104854,0.0,,,0.2566,normal,0.1283,Low
JE101316,0.0,,,0.2566,normal,0.1283,Low
JE105978,0.0,,,0.2565,normal,0.1282,Low
JE104951,0.0,,,0.2565,normal,0.1282,Low
JE101266,0.0,,,0.2565,normal,0.1282,Low
JE107458,0.0,,,0.2565,normal,0.1282,Low
JE100512,0.0,,,0.2564,normal,0.1282,Low
JE100710,0.0,,,0.2565,normal,0.1282,Low
JE103038,0.0,,,0.2564,normal,0.1282,Low
JE102080,0.0,,,0.2563,normal,0.1281,Low
JE107273,0.0,,,0.2563,normal,0.1281,Low
JE100838,0.0,,,0.2562,normal,0.1281,Low
JE107155,0.0,,,0.2562,normal,0.1281,Low
JE102679,0.0,,,0.2559,normal,0.128,Low
JE102934,0.0,,,0.2561,normal,0.128,Low
JE102864,0.0,,,0.2561,normal,0.128,Low
JE106252,0.0,,,0.256,normal,0.128,Low
JE104400,0.0,,,0.256,normal,0.128,Low
JE107990,0.0,,,0.256,normal,0.128,Low
JE104288,0.0,,,0.2559,normal,0.128,Low
JE107807,0.0,,,0.2559,normal,0.128,Low
JE106551,0.0,,,0.256,normal,0.128,Low
JE102554,0.0,,,0.2559,normal,0.128,Low
JE100617,0.0,,,0.2561,normal,0.128,Low
JE101626,0.0,,,0.2558,normal,0.1279,Low
JE101715,0.0,,,0.2558,normal,0.1279,Low
JE100557,0.0,,,0.2558,normal,0.1279,Low
JE102551,0.0,,,0.2556,normal,0.1278,Low
JE101960,0.0,,,0.2557,normal,0.1278,Low
JE107124,0.0,,,0.2557,normal,0.1278,Low
JE102165,0.0,,,0.2555,normal,0.1278,Low
JE106374,0.0,,,0.2555,normal,0.1278,Low
JE104894,0.0,,,0.2556,normal,0.1278,Low
JE102566,0.0,,,0.2557,normal,0.1278,Low
JE105552,0.0,,,0.2557,normal,0.1278,Low
JE100330,0.0,,,0.2557,normal,0.1278,Low
JE104226,0.0,,,0.2556,normal,0.1278,Low
JE102186,0.0,,,0.2554,normal,0.1277,Low
JE100652,0.0,,,0.2554,normal,0.1277,Low
JE102646,0.0,,,0.2553,normal,0.1277,Low
JE101757,0.0,,,0.2553,normal,0.1277,Low
JE104438,0.0,,,0.2554,normal,0.1277,Low
JE105910,0.0,,,0.2554,normal,0.1277,Low
JE102095,0.0,,,0.2554,normal,0.1277,Low
JE104078,0.0,,,0.2553,normal,0.1277,Low
JE104590,0.0,,,0.2551,normal,0.1276,Low
JE103311,0.0,,,0.2551,normal,0.1276,Low
JE104371,0.0,,,0.2551,normal,0.1276,Low
JE107946,0.0,,,0.2552,normal,0.1276,Low
JE103902,0.0,,,0.2551,normal,0.1276,Low
JE107045,0.0,,,0.255,normal,0.1275,Low
JE106715,0.0,,,0.255,normal,0.1275,Low
JE104986,0.0,,,0.2548,normal,0.1274,Low
JE100521,0.0,,,0.2549,normal,0.1274,Low
JE101661,0.0,,,0.2548,normal,0.1274,Low
JE104349,0.0,,,0.2548,normal,0.1274,Low
JE107950,0.0,,,0.2549,normal,0.1274,Low
JE101283,0.0,,,0.2548,normal,0.1274,Low
JE101416,0.0,,,0.2546,normal,0.1273,Low
JE107619,0.0,,,0.2546,normal,0.1273,Low
JE107140,0.0,,,0.2546,normal,0.1273,Low
JE101675,0.0,,,0.2546,normal,0.1273,Low
JE103337,0.0,,,0.2545,normal,0.1272,Low
JE103069,0.0,,,0.2544,normal,0.1272,Low
JE103062,0.0,,,0.2543,normal,0.1272,Low
JE100372,0.0,,,0.2545,normal,0.1272,Low
JE107066,0.0,,,0.2544,normal,0.1272,Low
JE102791,0.0,,,0.2545,normal,0.1272,Low
JE103334,0.0,,,0.2544,normal,0.1272,Low
JE101444,0.0,,,0.2544,normal,0.1272,Low
JE105513,0.0,,,0.2545,normal,0.1272,Low
JE104089,0.0,,,0.2544,normal,0.1272,Low
JE104040,0.0,,,0.2544,normal,0.1272,Low
JE101967,0.0,,,0.2543,normal,0.1272,Low
JE100382,0.0,,,0.254,normal,0.127,Low
JE104268,0.0,,,0.254,normal,0.127,Low
JE103291,0.0,,,0.254,normal,0.127,Low
JE103216,0.0,,,0.2539,normal,0.127,Low
JE102157,0.0,,,0.254,normal,0.127,Low
JE107033,0.0,,,0.254,normal,0.127,Low
JE107090,0.0,,,0.2541,normal,0.127,Low
JE106812,0.0,,,0.254,normal,0.127,Low
JE101425,0.0,,,0.2541,normal,0.127,Low
JE102744,0.0,,,0.254,normal,0.127,Low
JE107957,0.0,,,0.2541,normal,0.127,Low
JE104134,0.0,,,0.2538,normal,0.1269,Low
JE102412,0.0,,,0.2538,normal,0.1269,Low
JE101161,0.0,,,0.2538,normal,0.1269,Low
JE101582,0.0,,,0.2538,normal,0.1269,Low
JE106030,0.0,,,0.2537,normal,0.1268,Low
JE101905,0.0,,,0.2535,normal,0.1268,Low
JE101418,0.0,,,0.2535,normal,0.1268,Low
JE104680,0.0,,,0.2536,normal,0.1268,Low
JE106591,0.0,,,0.2537,normal,0.1268,Low
JE101896,0.0,,,0.2536,normal,0.1268,Low
JE105177,0.0,,,0.2536,normal,0.1268,Low
JE104968,0.0,,,0.2537,normal,0.1268,Low
JE105457,0.0,,,0.2536,normal,0.1268,Low
JE101101,0.0,,,0.2535,normal,0.1268,Low
JE104092,0.0,,,0.2534,normal,0.1267,Low
JE107384,0.0,,,0.2534,normal,0.1267,Low
JE106129,0.0,,,0.2533,normal,0.1267,Low
JE103578,0.0,,,0.2534,normal,0.1267,Low
JE106761,0.0,,,0.2531,normal,0.1266,Low
JE103243,0.0,,,0.2531,normal,0.1266,Low
JE106777,0.0,,,0.2532,normal,0.1266,Low
JE107499,0.0,,,0.2532,normal,0.1266,Low
JE105226,0.0,,,0.2532,normal,0.1266,Low
JE100798,0.0,,,0.2532,normal,0.1266,Low
JE105486,0.0,,,0.2531,normal,0.1266,Low
JE101215,0.0,,,0.2531,normal,0.1266,Low
JE104055,0.0,,,0.2531,normal,0.1266,Low
JE106714,0.0,,,0.253,normal,0.1265,Low
JE103611,0.0,,,0.253,normal,0.1265,Low
JE103386,0.0,,,0.253,normal,0.1265,Low
JE103206,0.0,,,0.253,normal,0.1265,Low
JE105987,0.0,,,0.253,normal,0.1265,Low
JE104448,0.0,,,0.253,normal,0.1265,Low
JE104817,0.0,,,0.2529,normal,0.1264,Low
JE106526,0.0,,,0.2529,normal,0.1264,Low
JE106279,0.0,,,0.2529,normal,0.1264,Low
JE105984,0.0,,,0.2529,normal,0.1264,Low
JE107891,0.0,,,0.2529,normal,0.1264,Low
JE105469,0.0,,,0.2529,normal,0.1264,Low
JE107428,0.0,,,0.2528,normal,0.1264,Low
JE107057,0.0,,,0.2528,normal,0.1264,Low
JE103760,0.0,,,0.2528,normal,0.1264,Low
JE104164,0.0,,,0.2527,normal,0.1264,Low
JE104938,0.0,,,0.2526,normal,0.1263,Low
JE103559,0.0,,,0.2526,normal,0.1263,Low
JE100611,0.0,,,0.2526,normal,0.1263,Low
JE105981,0.0,,,0.2526,normal,0.1263,Low
JE104148,0.0,,,0.2526,normal,0.1263,Low
JE100788,0.0,,,0.2524,normal,0.1262,Low
JE102994,0.0,,,0.2525,normal,0.1262,Low
JE103716,0.0,,,0.2525,normal,0.1262,Low
JE102878,0.0,,,0.2524,normal,0.1262,Low
JE101649,0.0,,,0.2523,normal,0.1262,Low
JE102406,0.0,,,0.2523,normal,0.1262,Low
JE106665,0.0,,,0.2525,normal,0.1262,Low
JE101579,0.0,,,0.2524,normal,0.1262,Low
JE103236,0.0,,,0.2523,normal,0.1262,Low
JE105344,0.0,,,0.2524,normal,0.1262,Low
JE103839,0.0,,,0.2524,normal,0.1262,Low
JE106911,0.0,,,0.2525,normal,0.1262,Low
JE106271,0.0,,,0.2524,normal,0.1262,Low
JE106749,0.0,,,0.2522,normal,0.1261,Low
JE101641,0.0,,,0.2522,normal,0.1261,Low
JE106938,0.0,,,0.2522,normal,0.1261,Low
JE103151,0.0,,,0.2522,normal,0.1261,Low
JE102323,0.0,,,0.2519,normal,0.126,Low
JE103995,0.0,,,0.2521,normal,0.126,Low
JE102169,0.0,,,0.2519,normal,0.126,Low
JE106479,0.0,,,0.2521,normal,0.126,Low
JE105749,0.0,,,0.252,normal,0.126,Low
JE101783,0.0,,,0.2519,normal,0.126,Low
JE104215,0.0,,,0.2519,normal,0.126,Low
JE106953,0.0,,,0.2519,normal,0.126,Low
JE101552,0.0,,,0.2519,normal,0.126,Low
JE100769,0.0,,,0.2518,normal,0.1259,Low
JE103404,0.0,,,0.2518,normal,0.1259,Low
JE102206,0.0,,,0.2515,normal,0.1258,Low
