transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level,date,time,department,account,vendor,amount,entry_type,posted_by,description,day_of_week,is_weekend,hour,month,day
JE106723,0.0,,,0.2199,normal,0.11,Low,2025-03-31,09:16:13,Procurement,Payroll,"Hoffman, Baker and Richards",53162.19,Credit,Dana Kennedy,Revolutionize synergistic roi,Monday,False,9,3,31
JE107963,0.0,,,0.2199,normal,0.11,Low,2025-12-03,16:59:35,Sales,Inventory,"Henderson, Ramirez and Lewis",23695.29,Credit,Brandon Hopkins,Monetize extensible channels,Wednesday,False,16,12,3
JE105733,0.0,,,0.2199,normal,0.11,Low,2025-07-29,11:20:19,Finance,Payroll,Davis and Sons,75044.65,Credit,Diana Washington,Embrace world-class relationships,Tuesday,False,11,7,29
JE100803,0.0,,,0.22,normal,0.11,Low,2025-07-15,11:13:42,IT,Travel & Expense,Garcia-James,15738.51,Debit,Dana Kennedy,Empower enterprise methodologies,Tuesday,False,11,7,15
JE103106,0.0,,,0.22,normal,0.11,Low,2025-04-14,12:11:08,HR,Travel & Expense,"Snyder, Campos and Callahan",17970.99,Debit,Jack Galloway,Disintermediate revolutionary e-services,Monday,False,12,4,14
JE102784,0.0,,,0.2199,normal,0.11,Low,2025-10-03,15:02:02,Marketing,Consulting Fees,"Dyer, Potter and Mack",35634.79,Debit,Corey Herrera,Reinvent back-end communities,Friday,False,15,10,3
JE101490,0.0,,,0.2199,normal,0.11,Low,2025-03-13,13:19:50,Marketing,Office Supplies,"Ferrell, Rice and Maddox",28200.57,Credit,Angela Dennis,Transform proactive architectures,Thursday,False,13,3,13
JE104669,0.0,,,0.22,normal,0.11,Low,2025-01-21,12:29:33,Operations,Office Supplies,"Dyer, Potter and Mack",9776.34,Credit,Andre Rivera,Disintermediate proactive e-business,Tuesday,False,12,1,21
JE105958,0.0,,,0.2199,normal,0.11,Low,2025-07-09,09:13:38,IT,Accounts Payable,Davis and Sons,20274.02,Credit,Michael Brown,Unleash one-to-one action-items,Wednesday,False,9,7,9
JE100487,0.0,,,0.22,normal,0.11,Low,2025-03-25,16:49:13,Finance,Office Supplies,Williams and Sons,10856.5,Debit,Tanya Campos,Facilitate holistic solutions,Tuesday,False,16,3,25
JE106999,0.0,,,0.2198,normal,0.1099,Low,2025-01-14,13:39:45,Operations,Accounts Receivable,Davis and Sons,14961.75,Credit,Nicholas Mcbride,Monetize global communities,Tuesday,False,13,1,14
JE103427,0.0,,,0.2198,normal,0.1099,Low,2025-02-19,10:14:43,Procurement,Inventory,Blake and Sons,39711.17,Credit,Miranda Khan,Embrace customized networks,Wednesday,False,10,2,19
JE102871,0.0,,,0.2198,normal,0.1099,Low,2025-03-31,13:56:23,HR,Utilities,Smith-Bowen,10906.91,Credit,Angela Morton,Scale impactful content,Monday,False,13,3,31
JE107849,0.0,,,0.2197,normal,0.1098,Low,2025-11-18,14:11:03,Marketing,Accounts Receivable,"Snyder, Campos and Callahan",10834.35,Debit,Matthew Lucas,Repurpose cutting-edge bandwidth,Tuesday,False,14,11,18
JE105654,0.0,,,0.2197,normal,0.1098,Low,2025-07-29,11:09:23,Sales,Utilities,"Henderson, Ramirez and Lewis",26368.5,Debit,David Brown,Implement front-end niches,Tuesday,False,11,7,29
JE101323,0.0,,,0.2195,normal,0.1098,Low,2025-01-02,08:13:37,Operations,Accounts Payable,"Ferrell, Rice and Maddox",14480.47,Credit,Miranda Khan,Optimize cross-platform niches,Thursday,False,8,1,2
JE100139,0.0,,,0.2194,normal,0.1097,Low,2025-06-04,09:24:54,Procurement,Utilities,Galloway-Wyatt,22529.12,Credit,Brandon Hopkins,Aggregate vertical e-business,Wednesday,False,9,6,4
JE101478,0.0,,,0.2194,normal,0.1097,Low,2025-06-27,10:00:31,IT,Travel & Expense,Abbott-Munoz,18500.85,Credit,Jason Shields,Strategize cross-platform technologies,Friday,False,10,6,27
JE105284,0.0,,,0.2194,normal,0.1097,Low,2025-04-28,12:13:22,Finance,Office Supplies,Blake and Sons,20243.61,Debit,Angela Dennis,Incentivize virtual roi,Monday,False,12,4,28
JE101150,0.0,,,0.2194,normal,0.1097,Low,2025-09-22,12:05:50,Sales,Consulting Fees,Blake and Sons,39285.83,Debit,Jack Galloway,E-enable magnetic channels,Monday,False,12,9,22
JE100343,0.0,,,0.2194,normal,0.1097,Low,2025-05-30,11:49:05,Sales,Inventory,Smith-Bowen,39560.51,Debit,Nicholas Mcbride,Extend b2c e-markets,Friday,False,11,5,30
JE104416,0.0,,,0.2193,normal,0.1096,Low,2025-05-21,12:47:30,Procurement,Consulting Fees,Wilkerson-Day,81352.96,Debit,Diana Washington,Disintermediate revolutionary technologies,Wednesday,False,12,5,21
JE103205,0.0,,,0.2193,normal,0.1096,Low,2025-08-18,10:38:00,IT,Consulting Fees,"Hoffman, Baker and Richards",37269.91,Debit,Andre Rivera,Matrix enterprise networks,Monday,False,10,8,18
JE100647,0.0,,,0.2193,normal,0.1096,Low,2025-05-12,12:40:06,Finance,Utilities,"Watts, Robinson and Nguyen",3894.66,Credit,David Brown,Brand global portals,Monday,False,12,5,12
JE105559,0.0,,,0.2191,normal,0.1096,Low,2025-07-21,09:09:45,Operations,Accounts Receivable,Davis and Sons,14782.47,Credit,Nicholas Mcbride,Synthesize impactful communities,Monday,False,9,7,21
JE102050,0.0,,,0.2191,normal,0.1096,Low,2025-11-24,08:38:33,IT,Consulting Fees,"Guzman, Hoffman and Baldwin",64841.12,Credit,Jason Shields,Mesh integrated mindshare,Monday,False,8,11,24
JE105063,0.0,,,0.2191,normal,0.1096,Low,2025-08-14,11:28:08,HR,Utilities,Burton Ltd,12685.1,Debit,Jacqueline Lam,Enable visionary initiatives,Thursday,False,11,8,14
JE101722,0.0,,,0.2192,normal,0.1096,Low,2025-06-19,16:58:10,IT,Office Supplies,"Guzman, Hoffman and Baldwin",13174.42,Debit,Clifford Ford,Architect bleeding-edge solutions,Thursday,False,16,6,19
JE106995,0.0,,,0.2193,normal,0.1096,Low,2025-10-30,10:22:59,Finance,Marketing Spend,"Watts, Robinson and Nguyen",10942.21,Debit,Angela Dennis,Grow vertical users,Thursday,False,10,10,30
JE105935,0.0,,,0.2191,normal,0.1096,Low,2025-02-03,13:11:20,HR,Consulting Fees,"Mcclain, Miller and Henderson",138527.03,Debit,Julian Chapman,Cultivate viral e-services,Monday,False,13,2,3
JE106613,0.0,,,0.2193,normal,0.1096,Low,2025-08-18,15:58:09,Operations,Marketing Spend,Gray-Mayo,8125.12,Debit,Nicholas Mcbride,Whiteboard dynamic portals,Monday,False,15,8,18
JE104739,0.0,,,0.219,normal,0.1095,Low,2025-10-27,11:51:58,Finance,Payroll,"Ross, Robinson and Bright",22740.59,Credit,Matthew Lucas,Evolve extensible eyeballs,Monday,False,11,10,27
JE102595,0.0,,,0.219,normal,0.1095,Low,2025-09-17,13:48:18,Procurement,Accounts Receivable,"Dyer, Potter and Mack",22925.86,Credit,Matthew Lucas,Expedite extensible methodologies,Wednesday,False,13,9,17
JE107676,0.0,,,0.219,normal,0.1095,Low,2025-09-29,13:32:23,Finance,Utilities,"Hoffman, Baker and Richards",10348.14,Debit,Vanessa Patel,Disintermediate scalable architectures,Monday,False,13,9,29
JE104686,0.0,,,0.219,normal,0.1095,Low,2025-06-02,12:45:28,Marketing,Office Supplies,Perez Inc,20920.61,Credit,Angela Morton,Facilitate plug-and-play networks,Monday,False,12,6,2
JE104491,0.0,,,0.2189,normal,0.1094,Low,2025-12-22,11:15:10,Marketing,Accounts Receivable,"Ferrell, Rice and Maddox",18279.14,Credit,Angela Morton,Redefine one-to-one initiatives,Monday,False,11,12,22
JE101895,0.0,,,0.2189,normal,0.1094,Low,2025-02-25,08:02:53,Sales,Rent,"Gardner, Robinson and Lawrence",114813.64,Debit,Joseph Obrien,E-enable seamless partnerships,Tuesday,False,8,2,25
JE100176,0.0,,,0.2189,normal,0.1094,Low,2025-06-16,15:36:38,Procurement,Accounts Receivable,Abbott-Munoz,22683.59,Debit,Angela Morton,Envisioneer magnetic interfaces,Monday,False,15,6,16
JE102085,0.0,,,0.2187,normal,0.1094,Low,2025-04-07,09:19:10,Procurement,Inventory,Williams and Sons,26577.89,Debit,Jason Shields,Streamline sticky networks,Monday,False,9,4,7
JE102662,0.0,,,0.2189,normal,0.1094,Low,2025-08-01,15:19:49,HR,Payroll,"Mcclure, Ward and Lee",28764.09,Debit,Andre Rivera,Brand 24/365 models,Friday,False,15,8,1
JE102454,0.0,,,0.2189,normal,0.1094,Low,2025-02-27,08:28:01,Marketing,Inventory,"Baker, Mason and White",24470.49,Credit,Nicholas Mcbride,Orchestrate best-of-breed deliverables,Thursday,False,8,2,27
JE100587,0.0,,,0.2188,normal,0.1094,Low,2025-11-17,08:04:57,Operations,Accounts Payable,"Ferrell, Rice and Maddox",11921.81,Debit,Brandon Hopkins,Reinvent visionary infrastructures,Monday,False,8,11,17
JE104291,0.0,,,0.2187,normal,0.1094,Low,2025-07-07,08:30:29,Finance,Accounts Receivable,Davis and Sons,19343.46,Credit,Michelle Ross,Reinvent rich solutions,Monday,False,8,7,7
JE106070,0.0,,,0.2188,normal,0.1094,Low,2025-11-28,11:20:43,Marketing,Accounts Receivable,Abbott-Munoz,11697.48,Credit,Jack Galloway,Expedite magnetic technologies,Friday,False,11,11,28
JE103615,0.0,,,0.2186,normal,0.1093,Low,2025-02-12,08:08:43,Marketing,Rent,"Guzman, Hoffman and Baldwin",169680.9,Credit,Angela Morton,Unleash cutting-edge users,Wednesday,False,8,2,12
JE102737,0.0,,,0.2186,normal,0.1093,Low,2025-10-21,13:04:16,Marketing,Payroll,"Reid, Ferguson and Sanchez",38057.33,Debit,Tanya Campos,Deploy world-class bandwidth,Tuesday,False,13,10,21
JE106226,0.0,,,0.2183,normal,0.1092,Low,2025-07-29,11:20:43,HR,Accounts Receivable,"Guzman, Hoffman and Baldwin",12732.36,Debit,Michelle Ross,Maximize viral experiences,Tuesday,False,11,7,29
JE107805,0.0,,,0.2185,normal,0.1092,Low,2025-10-17,08:03:46,IT,Travel & Expense,"Baker, Mason and White",13842.87,Debit,Brandon Hopkins,Re-contextualize killer partnerships,Friday,False,8,10,17
JE102335,0.0,,,0.2183,normal,0.1092,Low,2025-01-20,16:51:02,Finance,Marketing Spend,Williams and Sons,23411.84,Credit,Clifford Ford,Cultivate b2c applications,Monday,False,16,1,20
JE104780,0.0,,,0.2185,normal,0.1092,Low,2025-07-14,13:23:02,Marketing,Payroll,Blake and Sons,9191.79,Credit,Clifford Ford,Revolutionize scalable content,Monday,False,13,7,14
JE102494,0.0,,,0.2184,normal,0.1092,Low,2025-08-05,16:31:48,HR,Utilities,"Dyer, Potter and Mack",30872.51,Debit,Brandon Hopkins,Streamline dynamic applications,Tuesday,False,16,8,5
JE107845,0.0,,,0.2185,normal,0.1092,Low,2025-10-24,10:44:22,Sales,Inventory,Harrell LLC,77620.39,Debit,Jack Galloway,Matrix value-added e-services,Friday,False,10,10,24
JE103765,0.0,,,0.2183,normal,0.1092,Low,2025-11-26,09:24:20,HR,Marketing Spend,Dudley Group,16792.48,Debit,Linda Burns,Orchestrate interactive markets,Wednesday,False,9,11,26
JE104263,0.0,,,0.2183,normal,0.1092,Low,2025-07-14,14:52:53,IT,Travel & Expense,Smith-Bowen,21928.95,Debit,Vanessa Patel,Syndicate viral networks,Monday,False,14,7,14
JE102238,0.0,,,0.2184,normal,0.1092,Low,2025-12-05,09:15:24,Finance,Payroll,"Watts, Robinson and Nguyen",27929.76,Debit,David Brown,Seize distributed technologies,Friday,False,9,12,5
JE104520,0.0,,,0.2184,normal,0.1092,Low,2025-06-18,09:07:11,Finance,Accounts Receivable,Perez Inc,9574.8,Credit,Linda Burns,Seize compelling technologies,Wednesday,False,9,6,18
JE106393,0.0,,,0.2182,normal,0.1091,Low,2025-05-16,13:34:11,Operations,Accounts Payable,"Snyder, Campos and Callahan",6773.24,Debit,Troy Nielsen,Exploit scalable initiatives,Friday,False,13,5,16
JE106069,0.0,,,0.2182,normal,0.1091,Low,2025-02-10,16:28:54,Finance,Office Supplies,Baker and Sons,23141.88,Credit,Troy Nielsen,Visualize mission-critical models,Monday,False,16,2,10
JE105091,0.0,,,0.218,normal,0.109,Low,2025-11-25,08:31:25,Procurement,Rent,"Flowers, Martin and Kelly",48284.55,Debit,Michelle Ross,Deploy granular e-markets,Tuesday,False,8,11,25
JE101648,0.0,,,0.218,normal,0.109,Low,2025-08-04,15:07:03,Finance,Utilities,Davis and Sons,24554.99,Credit,Cynthia Allen,Expedite mission-critical roi,Monday,False,15,8,4
JE107401,0.0,,,0.218,normal,0.109,Low,2025-03-27,09:31:14,Marketing,Rent,Gray-Mayo,87568.41,Debit,Tanya Campos,Optimize seamless functionalities,Thursday,False,9,3,27
JE104955,0.0,,,0.2179,normal,0.109,Low,2025-11-11,16:52:14,Operations,Travel & Expense,James Group,17663.1,Credit,Troy Nielsen,Syndicate one-to-one systems,Tuesday,False,16,11,11
JE107563,0.0,,,0.2179,normal,0.109,Low,2025-11-07,15:32:41,Marketing,Consulting Fees,Davis and Sons,97569.66,Credit,Jack Galloway,Disintermediate plug-and-play architectures,Friday,False,15,11,7
JE103288,0.0,,,0.2179,normal,0.109,Low,2025-11-12,10:59:21,HR,Office Supplies,Doyle Ltd,13493.62,Debit,Corey Herrera,Revolutionize world-class e-markets,Wednesday,False,10,11,12
JE101412,0.0,,,0.218,normal,0.109,Low,2025-11-18,16:53:35,HR,Travel & Expense,"Mcclure, Ward and Lee",19809.57,Debit,Jack Galloway,Iterate revolutionary synergies,Tuesday,False,16,11,18
JE105593,0.0,,,0.2181,normal,0.109,Low,2025-02-28,13:05:28,IT,Consulting Fees,Williams and Sons,41157.8,Credit,Michael Brown,Generate efficient eyeballs,Friday,False,13,2,28
JE107446,0.0,,,0.2179,normal,0.109,Low,2025-08-11,12:51:56,HR,Inventory,"Dyer, Potter and Mack",74196.37,Credit,Matthew Arroyo,Iterate viral infrastructures,Monday,False,12,8,11
JE106775,0.0,,,0.2179,normal,0.109,Low,2025-06-23,10:35:19,HR,Marketing Spend,Morales-Jones,8667.78,Debit,Jason Shields,Morph holistic communities,Monday,False,10,6,23
JE106491,0.0,,,0.218,normal,0.109,Low,2025-05-27,15:44:44,HR,Consulting Fees,"Mcclain, Miller and Henderson",63329.52,Credit,Nicholas Mcbride,Engage viral e-commerce,Tuesday,False,15,5,27
JE105294,0.0,,,0.2181,normal,0.109,Low,2025-05-15,13:18:12,Finance,Consulting Fees,Gray-Mayo,37910.89,Credit,Diana Washington,Enhance cross-media experiences,Thursday,False,13,5,15
JE101167,0.0,,,0.2181,normal,0.109,Low,2025-04-14,12:43:29,Sales,Consulting Fees,"Rodriguez, Figueroa and Sanchez",119878.77,Debit,Andre Rivera,Evolve efficient architectures,Monday,False,12,4,14
JE102656,0.0,,,0.2178,normal,0.1089,Low,2025-05-26,08:11:21,HR,Consulting Fees,Doyle Ltd,91983.31,Debit,Brandon Hopkins,Utilize turn-key architectures,Monday,False,8,5,26
JE105980,0.0,,,0.2178,normal,0.1089,Low,2025-03-10,08:18:06,Marketing,Marketing Spend,"Snyder, Campos and Callahan",19128.99,Credit,Troy Nielsen,Morph holistic interfaces,Monday,False,8,3,10
JE102251,0.0,,,0.2178,normal,0.1089,Low,2025-11-20,11:22:48,Operations,Payroll,"Adams, Zuniga and Wong",42219.74,Debit,Vanessa Patel,Grow out-of-the-box roi,Thursday,False,11,11,20
JE107490,0.0,,,0.2178,normal,0.1089,Low,2025-05-14,14:18:12,IT,Rent,Baker and Sons,179787.8,Credit,Jason Shields,Deploy bricks-and-clicks networks,Wednesday,False,14,5,14
JE103375,0.0,,,0.2178,normal,0.1089,Low,2025-11-04,15:26:26,Procurement,Rent,"Rodriguez, Figueroa and Sanchez",51736.44,Debit,Jacqueline Lam,Evolve bricks-and-clicks interfaces,Tuesday,False,15,11,4
JE104126,0.0,,,0.2178,normal,0.1089,Low,2025-04-14,08:51:51,Operations,Payroll,"Walter, Edwards and Rios",26020.97,Credit,Jacqueline Lam,Productize robust networks,Monday,False,8,4,14
JE106542,0.0,,,0.2176,normal,0.1088,Low,2025-04-30,10:48:10,HR,Marketing Spend,"Walter, Edwards and Rios",3938.37,Debit,Matthew Lucas,Generate enterprise networks,Wednesday,False,10,4,30
JE100522,0.0,,,0.2177,normal,0.1088,Low,2025-12-15,10:47:07,Operations,Accounts Receivable,"Mcclain, Miller and Henderson",19682.51,Debit,Angela Dennis,Drive cutting-edge initiatives,Monday,False,10,12,15
JE104418,0.0,,,0.2176,normal,0.1088,Low,2025-10-22,11:25:02,HR,Accounts Receivable,Perez Inc,5659.13,Credit,Troy Nielsen,Utilize sticky metrics,Wednesday,False,11,10,22
JE100483,0.0,,,0.2176,normal,0.1088,Low,2025-04-09,16:12:53,Sales,Accounts Payable,"Mcclain, Miller and Henderson",6718.25,Credit,Linda Burns,Repurpose e-business experiences,Wednesday,False,16,4,9
JE103925,0.0,,,0.2177,normal,0.1088,Low,2025-06-13,13:02:33,IT,Office Supplies,"Adams, Zuniga and Wong",13153.93,Credit,Corey Herrera,Engineer seamless communities,Friday,False,13,6,13
JE101420,0.0,,,0.2176,normal,0.1088,Low,2025-11-21,16:51:10,HR,Travel & Expense,"Rodriguez, Figueroa and Sanchez",19335.99,Debit,Nicholas Mcbride,Scale compelling e-markets,Friday,False,16,11,21
JE102650,0.0,,,0.2177,normal,0.1088,Low,2025-01-30,11:15:14,HR,Office Supplies,Arnold Ltd,23551.48,Debit,Corey Herrera,Evolve innovative content,Thursday,False,11,1,30
JE107674,0.0,,,0.2176,normal,0.1088,Low,2025-08-27,15:57:36,Finance,Marketing Spend,Blake and Sons,12975.46,Debit,Diana Washington,Streamline enterprise roi,Wednesday,False,15,8,27
JE105436,0.0,,,0.2177,normal,0.1088,Low,2025-01-31,15:17:02,HR,Utilities,Baker and Sons,11040.37,Debit,Angela Dennis,Transform customized content,Friday,False,15,1,31
JE104261,0.0,,,0.2174,normal,0.1087,Low,2025-04-29,13:31:26,Marketing,Office Supplies,Harrell LLC,24701.56,Debit,Tanya Campos,Generate seamless interfaces,Tuesday,False,13,4,29
JE103722,0.0,,,0.2174,normal,0.1087,Low,2025-01-15,10:14:31,Finance,Marketing Spend,Williams and Sons,35150.42,Credit,Clifford Ford,Iterate magnetic technologies,Wednesday,False,10,1,15
JE104562,0.0,,,0.2174,normal,0.1087,Low,2025-12-18,11:38:51,IT,Utilities,"Gardner, Robinson and Lawrence",35430.41,Debit,Angela Morton,Implement b2c platforms,Thursday,False,11,12,18
JE107248,0.0,,,0.2174,normal,0.1087,Low,2025-10-20,15:06:01,Operations,Inventory,"Mcclure, Ward and Lee",35263.98,Debit,Angela Morton,Implement customized users,Monday,False,15,10,20
JE102643,0.0,,,0.2171,normal,0.1086,Low,2025-08-04,10:19:41,IT,Marketing Spend,Blair PLC,9818.16,Credit,Matthew Arroyo,E-enable bricks-and-clicks convergence,Monday,False,10,8,4
JE104559,0.0,,,0.2171,normal,0.1086,Low,2025-12-12,15:34:18,IT,Utilities,"Walter, Edwards and Rios",11464.18,Debit,Jason Shields,Transition real-time infrastructures,Friday,False,15,12,12
JE106263,0.0,,,0.2173,normal,0.1086,Low,2025-08-04,08:35:28,Marketing,Consulting Fees,"Watts, Robinson and Nguyen",55446.9,Credit,Vanessa Patel,Morph mission-critical niches,Monday,False,8,8,4
JE103875,0.0,,,0.2173,normal,0.1086,Low,2025-10-13,09:32:48,IT,Inventory,Frazier Inc,24183.3,Credit,Jacqueline Lam,Architect intuitive eyeballs,Monday,False,9,10,13
JE106746,0.0,,,0.2171,normal,0.1086,Low,2025-07-22,15:25:31,Finance,Utilities,Doyle Ltd,9458.9,Credit,Angela Dennis,Matrix revolutionary paradigms,Tuesday,False,15,7,22
JE107064,0.0,,,0.2171,normal,0.1086,Low,2025-03-17,10:12:52,Operations,Accounts Payable,Doyle Ltd,15904.66,Debit,Nicholas Mcbride,Disintermediate efficient content,Monday,False,10,3,17
JE107322,0.0,,,0.2171,normal,0.1086,Low,2025-08-11,12:55:04,Operations,Travel & Expense,"Mcclain, Miller and Henderson",14142.95,Credit,Jacqueline Lam,Syndicate dot-com experiences,Monday,False,12,8,11
JE104137,0.0,,,0.2171,normal,0.1086,Low,2025-05-12,12:29:00,IT,Office Supplies,Blake and Sons,14586.41,Debit,Linda Burns,Harness innovative communities,Monday,False,12,5,12
JE101127,0.0,,,0.2173,normal,0.1086,Low,2025-05-02,12:53:35,IT,Accounts Payable,Perez Inc,17450.49,Debit,Matthew Arroyo,Transition impactful partnerships,Friday,False,12,5,2
JE106061,0.0,,,0.2171,normal,0.1086,Low,2025-11-03,09:46:35,Finance,Utilities,Smith-Bowen,15374.56,Debit,Corey Herrera,Transform robust applications,Monday,False,9,11,3
JE105655,0.0,,,0.217,normal,0.1085,Low,2025-04-23,11:08:28,Marketing,Rent,"Ferrell, Rice and Maddox",77445.2,Credit,Julian Chapman,Engage out-of-the-box mindshare,Wednesday,False,11,4,23
JE105227,0.0,,,0.217,normal,0.1085,Low,2025-04-03,14:40:38,Procurement,Office Supplies,Williams and Sons,12105.09,Credit,Dana Kennedy,Synthesize viral architectures,Thursday,False,14,4,3
JE100669,0.0,,,0.217,normal,0.1085,Low,2025-11-24,11:28:17,IT,Marketing Spend,Arnold Ltd,3985.11,Credit,Troy Nielsen,Syndicate back-end experiences,Monday,False,11,11,24
JE101494,0.0,,,0.2168,normal,0.1084,Low,2025-09-04,14:55:03,Finance,Accounts Receivable,"Baker, Mason and White",16450.01,Debit,Corey Herrera,Innovate dot-com eyeballs,Thursday,False,14,9,4
JE102788,0.0,,,0.2169,normal,0.1084,Low,2025-06-17,09:34:03,HR,Rent,"Reid, Ferguson and Sanchez",62767.25,Debit,Nicholas Mcbride,Brand b2b portals,Tuesday,False,9,6,17
JE105118,0.0,,,0.2167,normal,0.1084,Low,2025-03-27,12:11:15,Marketing,Accounts Receivable,Harrell LLC,11171.03,Credit,Diana Washington,Enhance dot-com roi,Thursday,False,12,3,27
JE105930,0.0,,,0.2168,normal,0.1084,Low,2025-01-27,14:25:45,IT,Office Supplies,Davis and Sons,18351.06,Debit,David Brown,Unleash granular infrastructures,Monday,False,14,1,27
JE101876,0.0,,,0.2167,normal,0.1084,Low,2025-04-07,15:02:22,IT,Accounts Payable,"Baker, Mason and White",30141.17,Debit,Miranda Khan,Repurpose integrated solutions,Monday,False,15,4,7
JE102492,0.0,,,0.2168,normal,0.1084,Low,2025-12-16,16:50:57,Marketing,Inventory,"Hoffman, Baker and Richards",24791.09,Credit,Diana Washington,E-enable magnetic systems,Tuesday,False,16,12,16
JE105145,0.0,,,0.2168,normal,0.1084,Low,2025-02-17,15:04:52,HR,Office Supplies,Doyle Ltd,23618.52,Credit,Matthew Arroyo,Cultivate cross-media content,Monday,False,15,2,17
JE100532,0.0,,,0.2167,normal,0.1084,Low,2025-09-09,10:21:17,Marketing,Accounts Payable,Williams and Sons,6535.77,Credit,Julian Chapman,Maximize next-generation roi,Tuesday,False,10,9,9
JE107852,0.0,,,0.2168,normal,0.1084,Low,2025-11-28,14:53:39,Sales,Accounts Receivable,"Ross, Robinson and Bright",12861.84,Credit,Michael Brown,Revolutionize compelling e-business,Friday,False,14,11,28
JE106395,0.0,,,0.2168,normal,0.1084,Low,2025-04-14,15:49:39,Operations,Rent,"Adams, Zuniga and Wong",76407.99,Debit,Michael Brown,E-enable 24/7 schemas,Monday,False,15,4,14
JE105794,0.0,,,0.2169,normal,0.1084,Low,2025-12-01,15:33:20,Operations,Accounts Payable,Garcia-James,16083.58,Credit,Diana Washington,Brand cutting-edge partnerships,Monday,False,15,12,1
JE102464,0.0,,,0.2169,normal,0.1084,Low,2025-05-26,14:51:44,Marketing,Inventory,Williams and Sons,18850.07,Credit,Clifford Ford,Benchmark visionary bandwidth,Monday,False,14,5,26
JE101549,0.0,,,0.2168,normal,0.1084,Low,2025-05-02,08:00:17,Procurement,Consulting Fees,Galloway-Wyatt,88004.21,Credit,Jacqueline Lam,Whiteboard wireless e-commerce,Friday,False,8,5,2
JE107774,0.0,,,0.2167,normal,0.1084,Low,2025-03-03,08:44:55,Sales,Marketing Spend,"Adams, Zuniga and Wong",18729.93,Debit,Angela Dennis,Benchmark customized technologies,Monday,False,8,3,3
JE100933,0.0,,,0.2167,normal,0.1084,Low,2025-04-21,12:26:07,Procurement,Payroll,"Snyder, Campos and Callahan",21816.26,Debit,Miranda Khan,Revolutionize b2c convergence,Monday,False,12,4,21
JE102336,0.0,,,0.2167,normal,0.1084,Low,2025-11-03,14:16:32,Finance,Consulting Fees,Garcia-James,79993.64,Credit,Jason Shields,Enhance intuitive paradigms,Monday,False,14,11,3
JE105716,0.0,,,0.2166,normal,0.1083,Low,2025-12-18,13:04:24,Sales,Consulting Fees,"Walter, Edwards and Rios",48495.29,Credit,Joseph Obrien,Reinvent wireless relationships,Thursday,False,13,12,18
JE103838,0.0,,,0.2166,normal,0.1083,Low,2025-02-03,15:55:24,HR,Office Supplies,Garcia-James,18136.64,Debit,Michelle Ross,Re-intermediate leading-edge e-services,Monday,False,15,2,3
JE102582,0.0,,,0.2166,normal,0.1083,Low,2025-03-24,09:11:46,Marketing,Accounts Payable,"Mcclain, Miller and Henderson",18222.0,Credit,Angela Morton,Iterate collaborative relationships,Monday,False,9,3,24
JE101903,0.0,,,0.2166,normal,0.1083,Low,2025-01-20,08:06:43,Procurement,Office Supplies,"Walter, Edwards and Rios",26966.96,Debit,Brandon Hopkins,Target cutting-edge platforms,Monday,False,8,1,20
JE100310,0.0,,,0.2166,normal,0.1083,Low,2025-06-03,11:48:34,Sales,Utilities,Williams and Sons,13557.69,Credit,Corey Herrera,Extend rich technologies,Tuesday,False,11,6,3
JE106278,0.0,,,0.2165,normal,0.1082,Low,2025-11-17,08:39:57,Procurement,Inventory,"Ferrell, Rice and Maddox",31931.21,Credit,Jacqueline Lam,Synergize collaborative e-business,Monday,False,8,11,17
JE102055,0.0,,,0.2164,normal,0.1082,Low,2025-11-19,10:17:55,Marketing,Consulting Fees,"Ferrell, Rice and Maddox",30612.52,Debit,Jacqueline Lam,Cultivate b2b roi,Wednesday,False,10,11,19
JE106661,0.0,,,0.2165,normal,0.1082,Low,2025-06-26,14:12:01,Procurement,Utilities,"Snyder, Campos and Callahan",22751.45,Debit,Jason Shields,Re-contextualize customized niches,Thursday,False,14,6,26
JE105271,0.0,,,0.2165,normal,0.1082,Low,2025-01-03,11:09:11,Procurement,Office Supplies,Baker and Sons,28600.65,Debit,David Brown,Innovate synergistic partnerships,Friday,False,11,1,3
JE100302,0.0,,,0.2163,normal,0.1082,Low,2025-08-26,14:34:27,IT,Inventory,Williams and Sons,26450.04,Debit,Andre Rivera,Grow cross-media applications,Tuesday,False,14,8,26
JE104357,0.0,,,0.2164,normal,0.1082,Low,2025-07-21,16:55:21,Marketing,Rent,"Rodriguez, Figueroa and Sanchez",134425.34,Credit,Tanya Campos,Drive b2b paradigms,Monday,False,16,7,21
JE103836,0.0,,,0.2164,normal,0.1082,Low,2025-11-14,09:34:13,Marketing,Accounts Receivable,Williams and Sons,12295.97,Credit,Dana Kennedy,Evolve enterprise channels,Friday,False,9,11,14
JE100474,0.0,,,0.2163,normal,0.1082,Low,2025-12-25,13:33:50,Procurement,Rent,Baker and Sons,237680.87,Debit,Angela Dennis,Visualize open-source partnerships,Thursday,False,13,12,25
JE101810,0.0,,,0.2162,normal,0.1081,Low,2025-07-07,11:01:34,Procurement,Travel & Expense,Williams and Sons,23466.39,Credit,Cynthia Allen,Matrix user-centric interfaces,Monday,False,11,7,7
