transaction_id,ml_anomaly_score,ml_flag
JE106084,0.3284,normal
JE104907,0.1258,normal
JE107706,0.1806,normal
JE101036,0.2703,normal
JE105032,0.2477,normal
JE100220,0.3505,normal
JE102266,0.2505,normal
JE105063,0.2191,normal
JE103549,0.2759,normal
JE106859,0.2809,normal
JE105711,0.2493,normal
JE105394,0.2372,normal
JE108086,0.6349,anomaly
JE107306,0.1166,normal
JE104218,0.2582,normal
JE100134,0.1302,normal
JE106738,0.0848,normal
JE107159,0.1802,normal
JE103644,0.1795,normal
JE102322,0.3728,normal
JE102787,0.1694,normal
JE106144,0.1994,normal
JE100822,0.3049,normal
JE104028,0.225,normal
JE104371,0.2551,normal
JE107908,0.2118,normal
JE101510,0.317,normal
JE104009,0.3038,normal
JE101415,0.3331,normal
JE100517,0.1661,normal
JE104528,0.1957,normal
JE106118,0.0814,normal
JE108005,0.2553,normal
JE106022,0.1532,normal
JE103672,0.2794,normal
JE102049,0.3912,normal
JE105359,0.2865,normal
JE104761,0.3614,normal
JE107525,0.2901,normal
JE105142,0.2039,normal
JE106636,0.273,normal
JE100601,0.2299,normal
JE102750,0.1916,normal
JE107929,0.3031,normal
JE103256,0.2817,normal
JE100218,0.0487,normal
JE104749,0.2426,normal
JE102840,0.1674,normal
JE107998,0.2454,normal
JE103236,0.2523,normal
JE104185,0.2866,normal
JE106609,0.2342,normal
JE103840,0.2839,normal
JE106306,0.4027,normal
JE104693,0.2839,normal
JE106690,0.1986,normal
JE103037,0.2875,normal
JE100855,0.3852,normal
JE100488,0.243,normal
JE105831,0.206,normal
JE103509,0.2913,normal
JE106522,0.3845,normal
JE100593,0.3974,normal
JE107592,0.3186,normal
JE101609,0.1862,normal
JE106829,0.2495,normal
JE105354,0.3629,normal
JE101735,0.3094,normal
JE100100,0.029,normal
JE106047,0.3457,normal
JE106165,0.2138,normal
JE102133,0.3001,normal
JE102075,0.169,normal
JE104104,0.2145,normal
JE100414,0.1846,normal
JE100358,0.2778,normal
JE107208,0.1722,normal
JE107913,0.2891,normal
JE103366,0.2999,normal
JE105175,0.1971,normal
JE107531,0.1564,normal
JE103315,0.2134,normal
JE103237,0.1041,normal
JE103131,0.3907,normal
JE100254,0.2865,normal
JE100016,0.3301,normal
JE101962,0.3542,normal
JE100204,0.173,normal
JE100037,0.2476,normal
JE103405,0.1715,normal
JE100436,0.2052,normal
JE100590,0.1367,normal
JE104002,0.1126,normal
JE101966,0.2418,normal
JE103123,0.1189,normal
JE100271,0.3032,normal
JE105731,0.3334,normal
JE102707,0.1313,normal
JE104656,0.2622,normal
JE105902,0.6527,anomaly
JE106916,0.2502,normal
JE100013,0.2292,normal
JE106747,0.3271,normal
JE107637,0.3904,normal
JE101449,0.2617,normal
JE103804,0.1043,normal
JE106338,0.2457,normal
JE101023,0.4884,anomaly
JE106581,0.5034,anomaly
JE101531,0.3271,normal
JE100541,0.2288,normal
JE103263,0.1358,normal
JE104287,0.3724,normal
JE103580,0.279,normal
JE108139,0.3932,normal
JE105903,0.2128,normal
JE101496,0.2145,normal
JE106627,0.4435,anomaly
JE106305,0.204,normal
JE105329,0.1864,normal
JE102528,0.2219,normal
JE105395,0.199,normal
JE107429,0.3586,normal
JE107605,0.1742,normal
JE107082,0.2145,normal
JE106873,0.3701,normal
JE103149,0.1968,normal
JE106390,0.3761,normal
JE103170,0.1211,normal
JE101845,0.1777,normal
JE107459,0.1605,normal
JE108041,0.4044,normal
JE101981,0.2148,normal
JE102118,0.1941,normal
JE102640,0.0749,normal
JE103715,0.3016,normal
JE101689,0.08,normal
JE100903,0.3218,normal
JE101135,0.2028,normal
JE104269,0.1979,normal
JE101109,0.3176,normal
JE103060,0.1765,normal
JE104873,0.2249,normal
JE105757,0.159,normal
JE100769,0.2518,normal
JE107856,0.2604,normal
JE100618,0.1182,normal
JE102139,0.4126,normal
JE105030,0.4344,normal
JE100796,0.2506,normal
JE103838,0.2166,normal
JE105482,0.3003,normal
JE107547,0.2968,normal
JE105862,0.3034,normal
JE103841,0.4626,anomaly
JE105793,0.1835,normal
JE101326,0.2273,normal
JE102165,0.2555,normal
JE105636,0.2587,normal
JE103757,0.1633,normal
JE106764,0.2808,normal
JE106253,0.3927,normal
JE104078,0.2553,normal
JE104466,0.1716,normal
JE104437,0.156,normal
JE101570,0.1544,normal
JE101238,0.3348,normal
JE107359,0.2884,normal
JE102305,0.3545,normal
JE101604,0.4183,normal
JE107326,0.0953,normal
JE106535,0.1546,normal
JE105676,0.0818,normal
JE104627,0.4683,anomaly
JE101540,0.3195,normal
JE107739,0.2275,normal
JE100848,0.4634,anomaly
JE100462,0.293,normal
JE105857,0.3922,normal
JE100814,0.0751,normal
JE101523,0.4559,anomaly
JE101055,0.162,normal
JE102219,0.4006,normal
JE101807,0.1682,normal
JE107377,0.277,normal
JE106619,0.2719,normal
JE104140,0.3688,normal
JE103261,0.3163,normal
JE102158,0.2159,normal
JE107221,0.302,normal
JE105624,0.3241,normal
JE105892,0.2702,normal
JE105133,0.3102,normal
JE104971,0.1465,normal
JE103599,0.3455,normal
JE101534,0.4191,normal
JE102274,0.121,normal
JE103344,0.2363,normal
JE101943,0.2065,normal
JE101733,0.1623,normal
JE107025,0.3441,normal
JE106046,0.2893,normal
JE105600,0.2667,normal
JE102166,0.4201,normal
JE108058,0.6384,anomaly
JE100820,0.2081,normal
JE105473,0.2088,normal
JE106151,0.5838,anomaly
JE105938,0.391,normal
JE100031,0.2072,normal
JE105610,0.3147,normal
JE104014,0.3208,normal
JE107521,0.2423,normal
JE105105,0.2204,normal
JE107542,0.3821,normal
JE104475,0.1982,normal
JE101227,0.4458,anomaly
JE103279,0.3683,normal
JE103563,0.3573,normal
JE103800,0.2472,normal
JE106569,0.263,normal
JE105164,0.1853,normal
JE100863,0.3784,normal
JE107699,0.1782,normal
JE107828,0.1928,normal
JE100451,0.25,normal
JE107442,0.3204,normal
JE104546,0.3823,normal
JE101120,0.1778,normal
JE101914,0.2773,normal
JE101787,0.1598,normal
JE107736,0.1594,normal
JE105925,0.2863,normal
JE107188,0.6008,anomaly
JE101354,0.1995,normal
JE108037,0.2484,normal
JE107120,0.2233,normal
JE100431,0.264,normal
JE103155,0.3454,normal
JE107502,0.2798,normal
JE106137,0.1267,normal
JE107433,0.226,normal
JE106365,0.322,normal
JE102063,0.1714,normal
JE100410,0.1279,normal
JE100137,0.2569,normal
JE103678,0.1324,normal
JE102926,0.1908,normal
JE104504,0.28,normal
JE107995,0.1569,normal
JE107561,0.4114,normal
JE106299,0.3011,normal
JE102901,0.074,normal
JE100533,0.2571,normal
JE102281,0.2353,normal
JE104759,0.1987,normal
JE106726,0.3185,normal
JE103892,0.1841,normal
JE100340,0.2475,normal
JE103598,0.2346,normal
JE105928,0.1408,normal
JE104949,0.2073,normal
JE105767,0.0607,normal
JE100035,0.2058,normal
JE106162,0.2916,normal
JE105345,0.3245,normal
JE101917,0.1171,normal
JE104457,0.1547,normal
JE108103,0.3852,normal
JE107555,0.3654,normal
JE105048,0.1957,normal
JE102838,0.2578,normal
JE103769,0.4915,anomaly
JE107055,0.2221,normal
JE100498,0.1433,normal
JE101860,0.3225,normal
JE102479,0.2724,normal
JE105691,0.1655,normal
JE105082,0.3445,normal
JE103080,0.3741,normal
JE100998,0.3077,normal
JE103684,0.2462,normal
JE101663,0.2419,normal
JE103717,0.665,anomaly
JE106547,0.262,normal
JE100235,0.3452,normal
JE103524,0.194,normal
JE102082,0.1701,normal
JE105339,0.3405,normal
JE101118,0.1941,normal
JE104047,0.1796,normal
JE100199,0.3908,normal
JE106336,0.2123,normal
JE107193,0.2855,normal
JE104884,0.2725,normal
JE103669,0.1853,normal
JE100548,0.3417,normal
JE105532,0.1897,normal
JE104038,0.3218,normal
JE104685,0.2506,normal
JE105568,0.1978,normal
JE106020,0.1558,normal
JE100565,0.205,normal
JE106019,0.1884,normal
JE103162,0.1378,normal
JE102797,0.3822,normal
JE100238,0.2663,normal
JE101051,0.1287,normal
JE107792,0.3042,normal
JE103396,0.2368,normal
JE106806,0.1695,normal
JE103848,0.1532,normal
JE100299,0.2396,normal
JE103558,0.2262,normal
JE101117,0.2473,normal
JE101804,0.2758,normal
JE106202,0.1616,normal
JE101439,0.3426,normal
JE102979,0.4211,normal
JE106560,0.313,normal
JE106199,0.1529,normal
JE100456,0.238,normal
JE106509,0.1397,normal
JE104495,0.2241,normal
JE105159,0.1384,normal
JE100106,0.1307,normal
JE101894,0.2346,normal
JE103379,0.3045,normal
JE104812,0.2303,normal
JE105966,0.2421,normal
JE105167,0.2655,normal
JE100823,0.2452,normal
JE101006,0.1793,normal
JE104293,0.1753,normal
JE107106,0.149,normal
JE102654,0.4327,normal
JE107718,0.3063,normal
JE105611,0.1884,normal
JE105075,0.1613,normal
JE107720,0.3268,normal
JE104850,0.5041,anomaly
JE100627,0.3065,normal
JE101365,0.381,normal
JE103830,0.2377,normal
JE100024,0.3986,normal
JE107088,0.4831,anomaly
JE107467,0.4005,normal
JE106759,0.2243,normal
JE100721,0.173,normal
JE102844,0.1569,normal
JE107833,0.2132,normal
JE108029,0.2662,normal
JE102878,0.2524,normal
JE104168,0.2725,normal
JE103910,0.1343,normal
JE101211,0.3732,normal
JE100179,0.2979,normal
JE106710,0.2458,normal
JE100620,0.2658,normal
JE105293,0.157,normal
JE102624,0.4736,anomaly
JE107466,0.2942,normal
JE106175,0.2592,normal
JE107900,0.1568,normal
JE104190,0.2751,normal
JE107099,0.1568,normal
JE104239,0.3095,normal
JE107225,0.1658,normal
JE107240,0.1405,normal
JE104375,0.3184,normal
JE106177,0.1125,normal
JE101933,0.1927,normal
JE107678,0.2746,normal
JE107019,0.3236,normal
JE104975,0.2139,normal
JE105441,0.242,normal
JE107488,0.2489,normal
JE100041,0.1462,normal
JE107438,0.1227,normal
JE103133,0.3003,normal
JE105233,0.1118,normal
JE106052,0.2056,normal
JE105985,0.3895,normal
JE105655,0.217,normal
JE106568,0.35,normal
JE107975,0.3547,normal
JE100528,0.2069,normal
JE103490,0.1523,normal
JE103296,0.2902,normal
JE102319,0.4711,anomaly
JE102692,0.2379,normal
JE106860,0.369,normal
JE103972,0.1456,normal
JE100911,0.0903,normal
JE102542,0.1748,normal
JE102006,0.2629,normal
JE100559,0.2122,normal
JE100125,0.2134,normal
JE101471,0.1676,normal
JE104958,0.2733,normal
JE104920,0.1579,normal
JE105891,0.239,normal
JE101775,0.2804,normal
JE101213,0.1374,normal
JE101184,0.2595,normal
JE100225,0.1278,normal
JE104930,0.088,normal
JE101952,0.1959,normal
JE107725,0.3496,normal
JE100429,0.2725,normal
JE107973,0.2115,normal
JE101372,0.3345,normal
JE107755,0.206,normal
JE103252,0.185,normal
JE100828,0.2489,normal
JE103310,0.1633,normal
JE103745,0.3232,normal
JE102526,0.1246,normal
JE101672,0.4064,normal
JE102859,0.2616,normal
JE101278,0.5133,anomaly
JE100746,0.2144,normal
JE105998,0.4017,normal
JE100142,0.2123,normal
JE105853,0.1918,normal
JE106074,0.1135,normal
JE102249,0.2649,normal
JE100455,0.2089,normal
JE100507,0.4001,normal
JE108035,0.4515,anomaly
JE100441,0.1672,normal
JE103251,0.1624,normal
JE101828,0.1282,normal
JE100111,0.2832,normal
JE106517,0.4347,normal
JE102997,0.2922,normal
JE104691,0.2378,normal
JE105590,0.5221,anomaly
JE106802,0.1848,normal
JE100985,0.2776,normal
JE106474,0.3234,normal
JE101746,0.2876,normal
JE101583,0.2366,normal
JE102448,0.1316,normal
JE105265,0.1522,normal
JE103099,0.2611,normal
JE105970,0.3222,normal
JE100377,0.2648,normal
JE107596,0.1075,normal
JE100206,0.0743,normal
JE102195,0.4342,normal
JE107077,0.1732,normal
JE105993,0.2316,normal
JE106041,0.1669,normal
JE102179,0.4125,normal
JE103702,0.2287,normal
JE103529,0.3139,normal
JE100419,0.2057,normal
JE100284,0.1856,normal
JE103551,0.2606,normal
JE104075,0.2048,normal
JE100872,0.0718,normal
JE102146,0.3047,normal
JE105820,0.2119,normal
JE100355,0.1704,normal
JE105302,0.2838,normal
JE107063,0.2565,normal
JE104473,0.4546,anomaly
JE106934,0.4092,normal
JE104885,0.1792,normal
JE101141,0.4143,normal
JE107775,0.1758,normal
JE104187,0.3979,normal
JE102024,0.2507,normal
JE106913,0.2409,normal
JE101639,0.3412,normal
JE100779,0.2121,normal
JE105935,0.2191,normal
JE100376,0.2393,normal
JE102423,0.1608,normal
JE104478,0.1609,normal
JE106325,0.2929,normal
JE107984,0.4784,anomaly
JE104414,0.2232,normal
JE103347,0.1909,normal
JE101169,0.2357,normal
JE105779,0.0833,normal
JE101903,0.2166,normal
JE100631,0.3544,normal
JE104330,0.2497,normal
JE103209,0.2618,normal
JE102595,0.219,normal
JE107841,0.1983,normal
JE106009,0.2689,normal
JE103898,0.4084,normal
JE107721,0.4258,normal
JE107969,0.1499,normal
JE105821,0.1193,normal
JE103934,0.1358,normal
JE101551,0.3286,normal
JE106768,0.2832,normal
JE106671,0.2199,normal
JE100126,0.4896,anomaly
JE103782,0.1674,normal
JE103367,0.0853,normal
JE101600,0.1796,normal
JE101503,0.2146,normal
JE106138,0.1652,normal
JE102015,0.2645,normal
JE103206,0.253,normal
JE104529,0.1086,normal
JE106888,0.453,anomaly
JE102440,0.3169,normal
JE105593,0.2181,normal
JE101417,0.2594,normal
JE107101,0.1354,normal
JE101416,0.2546,normal
JE104332,0.3537,normal
JE104397,0.0544,normal
JE102741,0.2277,normal
JE105112,0.2926,normal
JE106793,0.1893,normal
JE107660,0.2513,normal
JE105710,0.2832,normal
JE105761,0.3498,normal
JE105957,0.1613,normal
JE106480,0.1994,normal
JE100936,0.262,normal
JE104784,0.2301,normal
JE105268,0.2827,normal
JE102746,0.159,normal
JE106157,0.1924,normal
JE101934,0.3611,normal
JE104600,0.2582,normal
JE105388,0.1994,normal
JE100929,0.3882,normal
JE107352,0.2016,normal
JE103863,0.3141,normal
JE104378,0.3064,normal
JE106883,0.0963,normal
JE103002,0.1811,normal
JE105081,0.2863,normal
JE101579,0.2524,normal
JE104436,0.3376,normal
JE102510,0.3941,normal
JE100898,0.2599,normal
JE106995,0.2193,normal
JE103957,0.2236,normal
JE104492,0.2432,normal
JE104275,0.1412,normal
JE106188,0.3977,normal
JE107038,0.1806,normal
JE103019,0.189,normal
JE100803,0.22,normal
JE101919,0.1635,normal
JE107354,0.2894,normal
JE100207,0.1655,normal
JE103100,0.189,normal
JE102988,0.1642,normal
JE100070,0.1863,normal
JE102386,0.12,normal
JE106792,0.258,normal
JE106999,0.2198,normal
JE100993,0.1864,normal
JE103320,0.299,normal
JE103374,0.3686,normal
JE103665,0.2434,normal
JE102167,0.2664,normal
JE104031,0.2956,normal
JE100859,0.4021,normal
JE100466,0.1731,normal
JE100297,0.2322,normal
JE106587,0.3309,normal
JE101359,0.3505,normal
JE105465,0.2479,normal
JE104567,0.3463,normal
JE107831,0.107,normal
JE107867,0.3464,normal
JE105519,0.1284,normal
JE102544,0.3967,normal
JE104681,0.2698,normal
JE102091,0.2439,normal
JE106404,0.1743,normal
JE101256,0.3117,normal
JE102155,0.2468,normal
JE101288,0.4459,anomaly
JE102873,0.2357,normal
JE105314,0.1167,normal
JE108125,0.3577,normal
JE102184,0.2023,normal
JE103026,0.3706,normal
JE106925,0.2644,normal
JE105262,0.183,normal
JE106911,0.2525,normal
JE104036,0.2678,normal
JE105197,0.2148,normal
JE105457,0.2536,normal
JE103896,0.0996,normal
JE100837,0.2618,normal
JE100546,0.2456,normal
JE102410,0.2056,normal
JE103210,0.1195,normal
JE107512,0.4612,anomaly
JE100430,0.2359,normal
JE107290,0.2566,normal
JE107378,0.1241,normal
JE101980,0.2818,normal
JE108136,0.397,normal
JE105646,0.2067,normal
JE100269,0.3952,normal
JE103932,0.3168,normal
JE107541,0.136,normal
JE100018,0.2279,normal
JE101152,0.2048,normal
JE100253,0.3147,normal
JE101505,0.2002,normal
JE103470,0.2291,normal
JE104193,0.2323,normal
JE105994,0.2738,normal
JE106969,0.1423,normal
JE103536,0.3453,normal
JE102161,0.3151,normal
JE105873,0.2639,normal
JE105672,0.4155,normal
JE100077,0.1005,normal
JE104901,0.1673,normal
JE105733,0.2199,normal
JE103093,0.1501,normal
JE103958,0.4228,normal
JE105544,0.344,normal
JE103500,0.3414,normal
JE101080,0.3107,normal
JE103915,0.3817,normal
JE104950,0.3138,normal
JE107203,0.2904,normal
JE107086,0.3293,normal
JE105566,0.1842,normal
JE103514,0.2936,normal
JE104118,0.279,normal
JE104539,0.1874,normal
JE106865,0.3077,normal
JE106067,0.2036,normal
JE106362,0.2513,normal
JE107752,0.1355,normal
JE100908,0.4037,normal
JE107008,0.3654,normal
JE107131,0.237,normal
JE107563,0.2179,normal
JE106839,0.1348,normal
JE103968,0.325,normal
JE102229,0.2265,normal
JE105326,0.1419,normal
JE106232,0.1831,normal
JE103280,0.4303,normal
JE107526,0.309,normal
JE103860,0.21,normal
JE106270,0.1598,normal
JE104663,0.2566,normal
JE105115,0.1598,normal
JE106716,0.1918,normal
JE101636,0.1058,normal
JE102062,0.2793,normal
JE104154,0.1945,normal
JE107848,0.2644,normal
JE106349,0.1855,normal
JE102193,0.3463,normal
JE101473,0.2246,normal
JE106308,0.3035,normal
JE101204,0.3686,normal
JE105918,0.1374,normal
JE106903,0.2615,normal
JE105967,0.1368,normal
JE103076,0.279,normal
JE105650,0.2707,normal
JE103072,0.5474,anomaly
JE103603,0.3042,normal
JE106291,0.0835,normal
JE101580,0.2132,normal
JE101305,0.2674,normal
JE100347,0.1683,normal
JE104599,0.4797,anomaly
JE101644,0.1027,normal
JE102991,0.4091,normal
JE100834,0.3481,normal
JE101165,0.3464,normal
JE106742,0.1871,normal
JE105448,0.2647,normal
JE107417,0.1947,normal
JE101492,0.5376,anomaly
JE104819,0.3538,normal
JE103051,0.3139,normal
JE106555,0.1596,normal
JE104662,0.3555,normal
JE100264,0.4069,normal
JE100382,0.254,normal
JE104500,0.3758,normal
JE100614,0.2482,normal
JE104135,0.2208,normal
JE100216,0.4658,anomaly
JE107144,0.2638,normal
JE105285,0.2861,normal
JE103427,0.2198,normal
JE102866,0.1427,normal
JE103387,0.4228,normal
JE101113,0.2148,normal
JE103404,0.2518,normal
JE106518,0.275,normal
JE105177,0.2536,normal
JE101694,0.1995,normal
JE107552,0.4623,anomaly
JE103056,0.2307,normal
JE100033,0.2223,normal
JE100115,0.1878,normal
JE105670,0.1896,normal
JE106246,0.2041,normal
JE103272,0.1465,normal
JE100587,0.2188,normal
JE101348,0.2133,normal
JE107884,0.2131,normal
JE101099,0.1583,normal
JE100394,0.3464,normal
JE105642,0.197,normal
JE107238,0.2048,normal
JE104734,0.246,normal
JE102446,0.173,normal
JE103478,0.3185,normal
JE102329,0.3405,normal
JE104314,0.1692,normal
JE105917,0.2253,normal
JE101710,0.2061,normal
JE100984,0.328,normal
JE104286,0.3607,normal
JE106801,0.4293,normal
JE100554,0.2783,normal
JE106958,0.2871,normal
JE105630,0.1442,normal
JE103308,0.2961,normal
JE106213,0.1854,normal
JE101254,0.2871,normal
JE104888,0.2348,normal
JE107162,0.3393,normal
JE107302,0.1322,normal
JE102788,0.2169,normal
JE105294,0.2181,normal
JE105683,0.4513,anomaly
JE107047,0.3426,normal
JE100667,0.2073,normal
JE105189,0.2969,normal
JE102680,0.353,normal
JE101414,0.3396,normal
JE106275,0.2008,normal
JE100529,0.1291,normal
JE106314,0.4447,anomaly
JE105997,0.2595,normal
JE102061,0.1573,normal
JE100486,0.2849,normal
JE103592,0.2267,normal
JE106650,0.1775,normal
JE106727,0.4009,normal
JE106143,0.2366,normal
JE105696,0.4634,anomaly
JE102782,0.3277,normal
JE107591,0.2771,normal
JE103864,0.2601,normal
JE102918,0.2591,normal
JE106830,0.1351,normal
JE106015,0.1645,normal
JE107160,0.2014,normal
JE101598,0.2882,normal
JE106858,0.1121,normal
JE104255,0.2021,normal
JE101468,0.3794,normal
JE107663,0.2876,normal
JE103289,0.2157,normal
JE105107,0.2516,normal
JE105760,0.2006,normal
JE107471,0.2933,normal
JE101124,0.3041,normal
JE107278,0.2488,normal
JE100227,0.1639,normal
JE101029,0.3045,normal
JE103670,0.1781,normal
JE103904,0.1526,normal
JE105134,0.2068,normal
JE107117,0.1407,normal
JE100556,0.2003,normal
JE102138,0.3639,normal
JE105846,0.3819,normal
JE107851,0.3467,normal
JE103687,0.5297,anomaly
JE106874,0.2738,normal
JE106318,0.1547,normal
JE100708,0.3633,normal
JE106844,0.2405,normal
JE107583,0.2301,normal
JE106327,0.2384,normal
JE103729,0.2658,normal
JE104416,0.2193,normal
JE103659,0.282,normal
JE100292,0.213,normal
JE105648,0.2595,normal
JE101172,0.3396,normal
JE103277,0.1612,normal
JE102777,0.17,normal
JE107744,0.2422,normal
JE106945,0.2599,normal
JE102677,0.4015,normal
JE105680,0.1239,normal
JE105755,0.3191,normal
JE104423,0.3626,normal
JE105154,0.2477,normal
JE100477,0.3574,normal
JE106714,0.253,normal
JE106591,0.2537,normal
JE105276,0.2238,normal
JE102513,0.3468,normal
JE102066,0.276,normal
JE100104,0.2216,normal
JE104632,0.1928,normal
JE105222,0.3133,normal
JE104635,0.2151,normal
JE100524,0.2378,normal
JE100067,0.199,normal
JE105243,0.0862,normal
JE106185,0.161,normal
JE105492,0.3005,normal
JE104336,0.1991,normal
JE103900,0.1446,normal
JE101940,0.1814,normal
JE102667,0.1796,normal
JE101397,0.2478,normal
JE102869,0.2415,normal
JE100752,0.2684,normal
JE106037,0.1802,normal
JE104585,0.1337,normal
JE104066,0.1423,normal
JE104851,0.2326,normal
JE102107,0.1818,normal
JE106862,0.2991,normal
JE105584,0.2624,normal
JE107656,0.4049,normal
JE102004,0.4618,anomaly
JE105699,0.1781,normal
JE103556,0.1765,normal
JE100703,0.0881,normal
JE106483,0.2811,normal
JE100011,0.1414,normal
JE105039,0.271,normal
JE102201,0.3967,normal
JE102098,0.1594,normal
JE102273,0.2376,normal
JE100775,0.2659,normal
JE100760,0.2508,normal
JE105494,0.3477,normal
JE106288,0.2368,normal
JE104207,0.1614,normal
JE106663,0.298,normal
JE100491,0.3061,normal
JE101191,0.1743,normal
JE104003,0.297,normal
JE101090,0.3528,normal
JE104243,0.3101,normal
JE101480,0.2275,normal
JE103202,0.1917,normal
JE107135,0.1852,normal
JE102073,0.2113,normal
JE100072,0.2995,normal
JE106155,0.2098,normal
JE101853,0.2159,normal
JE102728,0.1573,normal
JE105078,0.1429,normal
JE107773,0.4955,anomaly
JE103849,0.3389,normal
JE100825,0.3057,normal
JE100387,0.1782,normal
JE100348,0.3532,normal
JE103673,0.3185,normal
JE102808,0.2975,normal
JE106108,0.2834,normal
JE100469,0.1455,normal
JE101419,0.3287,normal
JE105978,0.2565,normal
JE104633,0.2414,normal
JE104846,0.144,normal
JE100342,0.2343,normal
JE101300,0.4009,normal
JE102228,0.2491,normal
JE101620,0.233,normal
JE105187,0.1474,normal
JE102491,0.3157,normal
JE105560,0.1765,normal
JE103176,0.2743,normal
JE107716,0.2025,normal
JE107408,0.0806,normal
JE101928,0.2862,normal
JE105199,0.5247,anomaly
JE100720,0.2204,normal
JE107338,0.2478,normal
JE105058,0.2591,normal
JE104013,0.4438,anomaly
JE103181,0.2597,normal
JE105308,0.1325,normal
JE101654,0.2159,normal
JE100750,0.2587,normal
JE100689,0.2499,normal
JE106235,0.1844,normal
JE106837,0.2362,normal
JE105580,0.1965,normal
JE103373,0.396,normal
JE103097,0.4235,normal
JE101559,0.2796,normal
JE101082,0.1625,normal
JE103472,0.2902,normal
JE101854,0.2775,normal
JE108140,0.6865,anomaly
JE106156,0.1802,normal
JE107132,0.3547,normal
JE106070,0.2188,normal
JE107277,0.1735,normal
JE107852,0.2168,normal
JE102660,0.3846,normal
JE107886,0.2712,normal
JE102190,0.1975,normal
JE103990,0.1626,normal
JE101532,0.141,normal
JE105567,0.2447,normal
JE107861,0.2582,normal
JE100339,0.3313,normal
JE102348,0.2002,normal
JE107568,0.2306,normal
JE101252,0.161,normal
JE101893,0.1885,normal
JE104053,0.2777,normal
JE103671,0.2699,normal
JE100569,0.2476,normal
JE103454,0.2202,normal
JE107342,0.2797,normal
JE100437,0.4057,normal
JE101560,0.3305,normal
JE105724,0.2891,normal
JE100656,0.2849,normal
JE100555,0.1903,normal
JE104877,0.2818,normal
JE106491,0.218,normal
JE102043,0.2267,normal
JE107704,0.2431,normal
JE107859,0.1688,normal
JE105113,0.332,normal
JE100603,0.1674,normal
JE100612,0.3022,normal
JE102358,0.1542,normal
JE104205,0.2605,normal
JE107797,0.3853,normal
JE104040,0.2544,normal
JE102472,0.2453,normal
JE101734,0.2305,normal
JE106891,0.3368,normal
JE105337,0.1683,normal
JE104925,0.1627,normal
JE100152,0.1637,normal
JE106359,0.2973,normal
JE104934,0.2392,normal
JE105413,0.35,normal
JE104266,0.2663,normal
JE102074,0.141,normal
JE100783,0.1018,normal
JE104494,0.1873,normal
JE103054,0.0756,normal
JE100167,0.3631,normal
JE103790,0.3815,normal
JE107349,0.2725,normal
JE107405,0.4224,normal
JE106779,0.1992,normal
JE105684,0.2351,normal
JE100143,0.2314,normal
JE101987,0.2818,normal
JE108047,0.5806,anomaly
JE106399,0.3965,normal
JE106849,0.4431,anomaly
JE104060,0.1494,normal
JE103444,0.2676,normal
JE103982,0.2605,normal
JE102694,0.147,normal
JE104334,0.3173,normal
JE100990,0.1368,normal
JE103423,0.1737,normal
JE107001,0.2976,normal
JE101759,0.4106,normal
JE102370,0.1857,normal
JE101022,0.1085,normal
JE106717,0.4027,normal
JE100867,0.1997,normal
JE103021,0.273,normal
JE107328,0.2212,normal
JE107199,0.4116,normal
JE105000,0.1874,normal
JE105126,0.2627,normal
JE101698,0.3511,normal
JE106086,0.3793,normal
JE100328,0.1526,normal
JE105856,0.4873,anomaly
JE100804,0.2394,normal
JE105758,0.2454,normal
JE105640,0.1156,normal
JE107770,0.1711,normal
JE102904,0.2677,normal
JE105558,0.2485,normal
JE105373,0.2406,normal
JE104162,0.1668,normal
JE106658,0.3183,normal
JE100402,0.3319,normal
JE103414,0.2804,normal
JE101347,0.4586,anomaly
JE102392,0.2393,normal
JE101268,0.1047,normal
JE107927,0.3675,normal
JE101444,0.2544,normal
JE107016,0.3183,normal
JE100186,0.343,normal
JE105475,0.1487,normal
JE102086,0.3434,normal
JE100097,0.2736,normal
JE105430,0.3926,normal
JE107676,0.219,normal
JE102120,0.2979,normal
JE105258,0.1641,normal
JE106358,0.3386,normal
JE104766,0.4009,normal
JE101753,0.1119,normal
JE100470,0.149,normal
JE107516,0.0923,normal
JE105493,0.1465,normal
JE101660,0.1531,normal
JE103763,0.2042,normal
JE103239,0.1212,normal
JE103826,0.2991,normal
JE101477,0.2012,normal
JE107769,0.2372,normal
JE103159,0.1554,normal
JE104026,0.2991,normal
JE105561,0.1825,normal
JE107931,0.191,normal
JE101378,0.2959,normal
JE103042,0.1358,normal
JE101222,0.2667,normal
JE106187,0.2671,normal
JE107449,0.2631,normal
JE108138,0.6617,anomaly
JE102213,0.1845,normal
JE104058,0.4068,normal
JE100944,0.2622,normal
JE104503,0.2774,normal
JE100242,0.2631,normal
JE101927,0.2341,normal
JE102604,0.2572,normal
JE100527,0.3552,normal
JE103786,0.2906,normal
JE101160,0.3542,normal
JE106061,0.2171,normal
JE105220,0.2376,normal
JE102961,0.233,normal
JE102253,0.2916,normal
JE106645,0.2059,normal
JE104526,0.2817,normal
JE104294,0.2096,normal
JE102326,0.3308,normal
JE106748,0.166,normal
JE101479,0.1384,normal
JE104435,0.1964,normal
JE103989,0.1904,normal
JE106361,0.2275,normal
JE104350,0.1741,normal
JE100321,0.2685,normal
JE105342,0.2076,normal
JE105043,0.2793,normal
